id,userName,score,content,reviewDate,thumbsUpCount,sentiment
931,Tobi adubi,1,Why won't Whatsapp show all my album when I'm trying to post? It's absolutely frustrating looking for a particular photo/video among more than 15k media Please fix,2025-06-13 09:24:22,0,Neutral
932,Khawand dino Koondhar,5,Good good good very nice,2025-06-13 09:24:11,0,Positive
933,Nasir Soomro,1,bar bar WhatsApp block kar dete Hain main juice kaise,2025-06-13 09:23:49,0,Positive
934,Prasad P,5,really this so great app you can download this app😊,2025-06-13 09:23:19,1,Positive
935,akshita Kumari,5,in a safety purpose this app is good,2025-06-13 09:23:07,0,Positive
936,Nathi Bunge,3,"I like this app but when I am typing my storage always says that its full then I discovered that it deserves 3 stars, then I love facebook than this app, but facebook sometimes says that I need 10MB then I get frustrated😈🤫",2025-06-13 09:21:35,0,Positive
937,Mureen Black,5,good,2025-06-13 09:21:30,0,Positive
938,Shir,5,عالی,2025-06-13 09:21:22,0,Neutral
939,Askandor Mohammed,5,i love you 🥷👍🥰💖,2025-06-13 09:21:15,0,Positive
940,Sneha ETP,5,Very good,2025-06-13 09:20:19,0,Positive
941,Sumit NisaD RAJ,5,Good,2025-06-13 09:19:28,0,Positive
942,Sabir Hasan,5,amazing application,2025-06-13 09:19:22,0,Positive
943,Rifda Nadhifa,3,Gk bisa ngirim sticker sama gambar woy lah,2025-06-13 09:18:22,0,Neutral
944,Mohsin dasti,2,good,2025-06-13 09:17:00,0,Positive
945,Venkateshwar Reddy,1,not bad,2025-06-13 09:14:50,0,Positive
946,A Google user,5,New update is so awesome 🔥,2025-06-13 09:14:41,0,Positive
947,Pista Devi,5,nice,2025-06-13 09:14:25,0,Positive
948,Jimhel Panigua,5,Live video online,2025-06-13 09:13:39,0,Positive
949,Aisha Dhori,5,ok,2025-06-13 09:11:41,0,Positive
950,Akhtar zaib,5,"""Dear WhatsApp Team, I appreciate the platform and would like to suggest the addition of new features that could enhance user experience.",2025-06-13 09:10:52,0,Positive
951,Philemon Palangen,5,Good and interesting,2025-06-13 09:10:39,0,Positive
952,Yadagiri Sura,4,nice,2025-06-13 09:09:04,0,Positive
953,mst julekha (julekha),5,good,2025-06-13 09:08:12,0,Positive
954,Jigar Od,5,good,2025-06-13 09:07:37,0,Positive
955,Md Shahjahan Meah,5,Nice 👍 👍👍,2025-06-13 09:06:43,1,Positive
956,Ginalyn Quebec,5,i need to use this app,2025-06-13 09:06:11,0,Neutral
957,Haiqa Hazry,1,"i can't add song in my status, please fix my whatsapp",2025-06-13 09:04:40,0,Neutral
958,Darlyn Pelico,5,muy bueno 👍,2025-06-13 09:03:54,0,Neutral
959,Ashok Thakkar,5,good,2025-06-13 09:03:10,0,Positive
960,Ajay Dabhi,3,Nise,2025-06-13 09:02:53,0,Neutral
961,Zunaid_qureshi,5,Best,2025-06-13 09:02:29,0,Positive
962,Daniyal Baloch,1,I am trying to verify my number on WhatsApp but not receiving verification code. please fixed this problem please🙏,2025-06-13 09:02:27,0,Neutral
963,Arun kaka Gavitre,5,good 👌👍,2025-06-13 09:02:11,0,Positive
964,King Nice,5,All my chat did not backup I have missing chat and couldn't recover my stickers I need help,2025-06-13 09:01:59,0,Negative
965,Govinda Kumar,5,my Whatsapp Account is Ban,2025-06-13 09:01:43,0,Neutral
966,Enaad Najjar,3,"Thank you for such service yet I have big thing to comment about with this service as a source of meta product and your partner or partners while you both share provide that service mainly you partially them, Whatsapp in my device been used in away illegally to harm me by your partner inva adl all protocols up to life threatening, I showed resilience , it's repeatable till now from year and three months, limit is done , harm targeting is confirmed with evidences. help pls",2025-06-13 09:00:59,0,Neutral
967,Naziya Dada khalander,1,Not nice,2025-06-13 09:00:44,0,Negative
968,Srinivas Rao Yerra,5,good,2025-06-13 09:00:34,0,Positive
969,Oscar Chomba,3,Nice,2025-06-13 08:59:48,0,Positive
970,Larry Navarro,5,sending pictures on Android trys to trim video - whatsapp no issues. =),2025-06-13 08:59:46,1,Positive
971,skating on my manager,1,HOW IS THERE TEN BILLION DOWNLOADS WHEN THERES only EIGHT BILLION PEOPLE IN THE WORLD.WHATSAPP IS REVIVNG THE DEAD WITH THEIR KNOWLEDGE 😱,2025-06-13 08:59:11,0,Neutral
972,Cesar join Gonzalez garcia,5,Go buenas aplicasiones,2025-06-13 08:58:28,0,Neutral
973,Shoaib Sk,5,very good App video call chat and any thing very good and fast,2025-06-13 08:58:09,0,Positive
974,Subir Das,5,very good,2025-06-13 08:58:09,0,Positive
975,Sayeda Azka,5,good job,2025-06-13 08:57:35,0,Positive
976,Kharendwe Mudogwa,4,Perfect,2025-06-13 08:57:16,0,Positive
977,Ali Khan sherpao,1,unban Whatsapp,2025-06-13 08:57:08,0,Neutral
978,Bilal Bilal gondal,5,good,2025-06-13 08:56:46,0,Positive
979,Ganesh Mahanand,1,good,2025-06-13 08:56:33,0,Positive
980,kelly chin,5,"suka banget sama fitur lock chat nya, tolong adakan fitur riwayat telpon di lock khusus chat yang kita lock",2025-06-13 08:55:54,0,Neutral
981,Father Arshad,5,good,2025-06-13 08:54:28,0,Positive
982,Manju Bairwa Manju,5,excellent aap,2025-06-13 08:53:42,0,Positive
983,Dhanu Dhanush,5,super,2025-06-13 08:53:38,0,Positive
984,Anil Yadav,5,WhatsApp open,2025-06-13 08:52:58,1,Neutral
985,Ayush Goyal,5,the Best,2025-06-13 08:50:56,1,Positive
986,Papa Rayudu,5,very good app but update problem,2025-06-13 08:50:20,0,Positive
987,Udaydri Pokala,4,good,2025-06-13 08:50:17,0,Positive
988,Reyhanh Ghorbannjad,1,جاسوسا,2025-06-13 08:50:07,0,Neutral
989,Nousher khan Nousher khan,3,"I should give 5 satr ratting, why i giving 3 start because last year's to my whatsaap service just going on breaking n disturbing by whatsaap team, some time my I'd has been 3 day good moving n 4th day to block,,, that's why I gived 3star , why that behavior, get me like this last 1 n hlf year plz explain I wnt to know it",2025-06-13 08:49:47,0,Neutral
990,Ram kishor Bharti,1,good,2025-06-13 08:47:45,0,Positive
991,Ramsingh Yadav,1,it's not working properly,2025-06-13 08:45:38,0,Neutral
992,ShivaRanjini ShivaRanjini,1,can open,2025-06-13 08:45:23,0,Neutral
993,Muhammad Younus,5,good,2025-06-13 08:44:44,0,Positive
994,Zul Rex,1,to many private chat or lock chat.. it easy to make people cheating with they lover..,2025-06-13 08:44:28,0,Positive
995,Nabin Pun,5,good,2025-06-13 08:44:24,0,Positive
996,Sonam Sonam,5,what's up chat on still device problem h on nhi ho Raha h whatsup,2025-06-13 08:44:14,1,Neutral
997,Dimas ._,2,"Please, don't too much compress the resolution video & photo status WA on android",2025-06-13 08:43:37,0,Positive
998,Tuli Das,5,"This app is very best all massages and videos call, photos sent that is very private and time to time updated massage sent.",2025-06-13 08:43:06,0,Positive
999,Sanjay Gaikwad,5,😍,2025-06-13 08:43:04,0,Neutral
1000,Guru Maaran,5,Good,2025-06-13 08:42:36,0,Positive
