id,userName,score,content,reviewDate,thumbsUpCount,sentiment
366,Koushik Khan,3,nice apps,2025-06-13 14:26:09,0,Positive
367,chelsea O,2,been having a lot of issues recently with messages not sending. having to keep updating it. it's not my Internet connection because everything else is working.,2025-06-13 14:26:06,0,Neutral
368,Practical Plate,4,no 4k option on status,2025-06-13 14:25:26,0,Neutral
369,Anuj Shireewastao,5,supar,2025-06-13 14:24:38,0,Neutral
370,tub Boy ss Gameing,3,it has many features,2025-06-13 14:23:36,0,Positive
371,Harinder,4,good,2025-06-13 14:21:13,0,Positive
372,Geometry Chinonso,5,I love this app,2025-06-13 14:21:03,0,Positive
373,Kartikey Pandey,1,worst app. if we accidentally uninstall WhatsApp then old data is erased and we cannot get old data if there is no backup,2025-06-13 14:19:54,0,Negative
374,Chipale Salim sabo,5,It think is a good vision,2025-06-13 14:19:27,0,Positive
375,Lalu Kumar yadav,4,nice,2025-06-13 14:18:55,0,Positive
376,Denine Havranek,4,Nice for talking with family and friends,2025-06-13 14:18:43,0,Positive
377,Pijush Halder,3,",😭😭",2025-06-13 14:18:08,0,Neutral
378,John Elia,5,wonderful 👍👍👍😊😊,2025-06-13 14:17:50,0,Positive
379,Abara seth,1,why is the limit for music just 15 seconds ? not fair at all,2025-06-13 14:17:47,0,Negative
380,hazel turner,5,Still waiting for the WhatsApp,2025-06-13 14:16:44,0,Neutral
381,A Google user,1,add a refresh button,2025-06-13 14:16:40,1,Neutral
382,Gagan Sayana,1,"should have a separate swipe for Business pages my entire whatsapp now is filled with loan ads and all personal messages below them feel like they are lost ,this one thing can be end of whatsapp.hoep u keep that in mind.",2025-06-13 14:16:05,0,Positive
383,Anima Sing,5,help Mera WhatsApp chalnehi Raha,2025-06-13 14:16:01,0,Neutral
384,Pankaj Kumar,5,this is very important app,2025-06-13 14:15:30,1,Positive
385,Mohd Shami,5,good $,2025-06-13 14:15:23,0,Positive
386,olaoye mubarak,3,Ineed my whatsappto bemessege,2025-06-13 14:14:48,0,Neutral
387,sunil kumar molleti,5,"WhatsApp is a reliable and easy-to-use messaging app. It offers fast chats, voice/video calls, and media sharing—all with end-to-end encryption. Great for staying connected with friends and family!",2025-06-13 14:14:18,0,Positive
388,Vijay Awasya,5,nice 👍,2025-06-13 14:13:07,0,Positive
389,Jana Sana,4,good,2025-06-13 14:12:28,0,Positive
390,Bhanu Pancheshwar,5,top,2025-06-13 14:11:40,0,Positive
391,Mateesh Chamika,5,Super 😎😎,2025-06-13 14:11:38,0,Positive
392,rohit Kumawat,5,nice,2025-06-13 14:11:21,0,Positive
393,Muhammad Hammad Yasir,1,Dear Whatsapp my Whatsapp account is not opening showing this account cannot longer used please solve this problem i have very urgent on Whatsapp soon as possible. I have fo nothing against WhatsApp terms and rules please fixed my problem as soon as possible because my account banned by mistake I sure please help,2025-06-13 14:10:44,0,Positive
394,Rodaina Mohamed,5,gooodd,2025-06-13 14:10:21,0,Neutral
395,ZAHID KHAN,5,"i like it becase it is very fast and smooth really i like it,,😍😍🥰🥰😘😘😘😘😘😘😘",2025-06-13 14:10:08,0,Positive
396,Hangala Kalusa,5,excellent app,2025-06-13 14:10:04,0,Positive
397,Daniella Osamudiame,1,"Y'all's services have become really terrible of recent , you have blocked my number several times !!!, and this has been without any clear reason . I haven't been doing anything illegal or wrong , you all literally block me for no reason . Apart from this being very annoying , because an Intel says you all are targeting Nigerian accounts, it's beyond infuriating as some of us actually use our WhatsApp for business purposes , not just for chatting. You all should fix this nonsense, it's rubbish",2025-06-13 14:10:01,0,Negative
398,Anele Winfred Sutu,5,amazing,2025-06-13 14:10:01,0,Positive
399,Bhumika chawla Chawla,1,whatsapp music option is to be a problem,2025-06-13 14:09:31,0,Neutral
400,Deepak dahiya,5,good app but web design not better than app,2025-06-13 14:08:32,0,Positive
401,Melo Vic2016,3,Very good,2025-06-13 14:08:19,0,Positive
402,Richard Kwakye,1,Good,2025-06-13 14:07:36,0,Positive
403,Adelaide Dosu,3,"My WhatsApp messenger has stop working,when I'm registering my number,they will be like,my account is no longer on WhatsApp due to spam",2025-06-13 14:07:31,0,Negative
404,Faeze Mohabbati,1,SPY tool,2025-06-13 14:07:06,0,Neutral
405,KARAGIRE MOISE,5,Good service,2025-06-13 14:06:50,0,Positive
406,Ngoundu Rita,5,excellent 👌👌,2025-06-13 14:06:17,0,Positive
407,Wasswa Clint,5,I wonder when I have the same app and still they need an official watsapp,2025-06-13 14:05:58,0,Neutral
408,Jahir Hussain,5,good,2025-06-13 14:05:29,0,Positive
409,Sonu Chanduwani,5,this is my whatsapp,2025-06-13 14:05:09,0,Neutral
410,Nyakamwe Jonas,5,good communications,2025-06-13 14:04:53,0,Positive
411,Kamogelo Kitso,5,I like WhatApp,2025-06-13 14:04:33,0,Neutral
412,Wisdom Patrick,5,good 👍,2025-06-13 14:04:22,0,Positive
413,Lydia Makhubela,1,I want WhatsApp to open,2025-06-13 14:04:19,0,Neutral
414,asha ghone,3,good,2025-06-13 14:03:57,0,Positive
415,Lynton Kruger,5,can you guys plz add a gif profile picture,2025-06-13 14:03:46,0,Neutral
416,Satyavama Jena,5,Superb,2025-06-13 14:02:27,0,Positive
417,Faith Charles,5,is very good,2025-06-13 14:01:49,0,Positive
418,Amiraliforoutan,1,a criminal and fraud company,2025-06-13 14:01:43,0,Negative
419,Aphiwe Ntombela,4,nice,2025-06-13 14:01:34,0,Positive
420,Raja Karmakar,5,me and my oll famali it like this is,2025-06-13 14:01:31,0,Neutral
421,MOHAMMED MAHDI,5,👍👍👍,2025-06-13 14:01:25,0,Neutral
422,Nelly,2,very slow..,2025-06-13 14:01:08,0,Negative
423,TUFAN ROY,5,i love WhatsApp ❤️,2025-06-13 14:00:35,0,Positive
424,Clinsmar Akosua Niako,5,WhatApp is good and convinient to use,2025-06-13 14:00:07,0,Positive
425,Zorro Q,5,عالی,2025-06-13 13:59:28,0,Neutral
426,Ashitha A,4,while uploading status it doesn't have clarity,2025-06-13 13:58:25,0,Neutral
427,Ritu Bhandari,5,It is really amazing app I like doing chatting in this app,2025-06-13 13:57:56,0,Positive
428,Melvina Williams,1,I'm trying to open my whatsapp but is not going through,2025-06-13 13:55:32,0,Neutral
429,Manu Mapi,5,"make it easy to communicate with family members , friends and also businesses",2025-06-13 13:54:37,0,Positive
430,Robert Njuguna,4,good app,2025-06-13 13:54:35,1,Positive
431,Idris Muhammad,5,it is a nice app,2025-06-13 13:53:17,0,Positive
432,abraham suge,5,am using what's app knw,2025-06-13 13:52:39,0,Neutral
433,Basant Kumar,5,nice,2025-06-13 13:52:01,0,Positive
434,Gaby,2,How about fixing your biometric lock? I've been trying to unlock the app for 20 times.,2025-06-13 13:51:36,0,Neutral
435,Jude Dela Cruz 2,5,good,2025-06-13 13:51:07,0,Positive
436,Chidinma Chidiebere,5,very good,2025-06-13 13:50:52,0,Positive
437,Shalini Singh,5,very nice and safe coumnucation,2025-06-13 13:50:32,0,Positive
438,Derryce Anderson,5,haven't used it yet but it was recommended as a useful app that was safe.,2025-06-13 13:50:10,0,Positive
439,Sodiq Babatunde,1,"Very low on voice call and too poor.....pls work on this,biko.......extremely poor",2025-06-13 13:50:09,0,Negative
440,Samuel George,5,I love and enjoy using Whatsapp,2025-06-13 13:49:31,0,Positive
441,Triveni Kumar,5,very good,2025-06-13 13:48:13,0,Positive
442,Manish Dhiman,5,ok,2025-06-13 13:48:10,0,Positive
443,Office SSRS,5,super,2025-06-13 13:47:58,0,Positive
444,Priya Kumar,1,app not working verification not working yet not verify code no sms code not call code nothing useless service very disappointed,2025-06-13 13:47:05,0,Negative
445,Mezhii Keyho,5,"I really love the app, its been an all time helpful.. just one request I would love to make is please increase the bio words from 138 to 150.",2025-06-13 13:47:01,0,Positive
446,Domshak Danladi,5,GOOD,2025-06-13 13:46:55,0,Positive
447,Sibusiso magaqa,5,Good things,2025-06-13 13:46:39,0,Positive
448,Parinaz Shadman,5,Good,2025-06-13 13:46:16,0,Positive
449,Gulshan Kumar,5,good app,2025-06-13 13:45:36,0,Positive
450,Goodwill Transport,1,anpar banda aap kiddan chla sakda,2025-06-13 13:45:13,0,Neutral
451,Isaac Maanu,3,"WhatsApp is great, connecting us to families and friends and also is great with the AIs, helping us in our daily lives but I have problems with the formatting of writing the stories, why connect sentences into broken into two lines, what if story writers have problems with this format of writing, so please understand my opinion but indeed WhatsApp is a wonderful app,",2025-06-13 13:44:57,0,Positive
452,Paul Aondoungwa Tsar,5,Great,2025-06-13 13:44:37,0,Positive
453,Joyce Mwale,1,this app is not that good because it mostly log me out. no knowing y they log me out and now as am writing they have logged me out saying due to spam imagine.,2025-06-13 13:44:27,0,Positive
454,Rakesh Singh,5,ye bohot अच्छा लगता हैं,2025-06-13 13:44:23,0,Neutral
455,Lakshita Chhoker,1,worst app I had ever seen 😔,2025-06-13 13:43:59,0,Negative
456,Rinki Das,2,my whatsapp is a daylproblem my whatsapp is a hek please help me whatsapp problem 😭😭😭😭,2025-06-13 13:43:49,0,Neutral
457,Olamilekan Elliot,5,so good,2025-06-13 13:43:04,0,Positive
458,Maroa Joseph,1,it needs downloading always not appropriate to use,2025-06-13 13:42:26,0,Negative
459,Nassiwa Beatrice,5,Very good,2025-06-13 13:41:48,0,Positive
460,Goldy rana Goldy rana,2,nice,2025-06-13 13:41:10,0,Positive
461,Ranu Sahu,5,very tati app,2025-06-13 13:40:14,0,Positive
462,Dutta Jewellers,5,Nice,2025-06-13 13:39:36,0,Positive
463,Screen Light,5,best app,2025-06-13 13:39:32,0,Positive
464,Arif Khan,5,very nice app,2025-06-13 13:39:31,0,Positive
465,Sonal Kothari,2,audio call karne pe black screen ho jati hai,2025-06-13 13:38:58,0,Negative
466,Safikul Laskar,3,good,2025-06-13 13:38:28,0,Positive
467,Akinsanya Adeniyi,4,Fine n preferably,2025-06-13 13:37:18,0,Positive
468,Shivani Chorasia,1,"whatsapp now a days is filled with too much stuff, it is too crowded. missing old whatsapp",2025-06-13 13:37:14,0,Positive
469,Payal Manhas,3,i am not available to use some otp problem going on,2025-06-13 13:37:07,0,Negative
470,Germain Matenga,5,okay,2025-06-13 13:36:54,0,Positive
471,Wajid Ali,5,Best app,2025-06-13 13:36:27,0,Positive
472,Richard Sandala,3,It is not bad,2025-06-13 13:35:12,0,Positive
473,Monica Twawanda,5,It's very nice and helpful thank you,2025-06-13 13:34:34,0,Positive
474,Moolachandra Anuragi,2,ye application bahut achhi hai,2025-06-13 13:34:31,0,Neutral
475,Shudhakar Pandey,5,very nice,2025-06-13 13:34:16,0,Positive
476,Thana,5,I connect my friends and families as well,2025-06-13 13:34:01,0,Neutral
477,Pooja Verma,1,redmi note 8 whatsapp not woring,2025-06-13 13:33:27,0,Neutral
478,shair Ullah,1,10 th years,2025-06-13 13:33:01,0,Neutral
479,Sanjay Kumar,5,on nhi ho rha hai mera whatsapo,2025-06-13 13:33:00,0,Neutral
480,Mamoni Das Das,5,good,2025-06-13 13:31:51,0,Positive
481,Manish Pancheshwaar,5,nice,2025-06-13 13:31:41,0,Positive
482,Akkas Mahmud,5,awesome,2025-06-13 13:31:27,0,Positive
483,anjan ojha,5,world best chating app,2025-06-13 13:31:18,0,Positive
484,Ganesh,5,usefull,2025-06-13 13:31:06,1,Neutral
485,berke,1,my contacts are written wrong in the chats,2025-06-13 13:30:07,1,Negative
486,Tshomi Jilimba,4,Good,2025-06-13 13:29:57,0,Positive
487,Nitin Saini,5,"WhatsApp is a reliable, fast, and user-friendly messaging app. It offers secure chats, voice/video calls, and seamless media sharing—perfect for staying connected with friends and family anytime, anywhere. *Advantages of WhatsApp:* *Free Messaging and Calls* WhatsApp allows users to send unlimited text messages, voice notes, photos, videos, and documents without any cost. *Group Chats and Broadcasts* Whether it's family, work teams, or friend groups, WhatsApp makes managing group.",2025-06-13 13:29:56,0,Positive
488,Sundram Saroj,5,fantastic 😎 👌,2025-06-13 13:28:57,0,Positive
489,Shyamol Singha,1,"Why WhatsApp is not allowing to turn on step two verification, says try again in a few hours means whatsapp is not responsible their privacy which is available features. I don't think WhatsApp is useful messenger app my account privacy is in risk. I am going to uninstall it 🥹🥹🥹",2025-06-13 13:28:52,1,Neutral
490,bybyan mars,1,I am never able to log in my second device,2025-06-13 13:28:39,0,Negative
491,shilpa chatterjee,4,can you please introduce schedule message facility in WhatsApp.,2025-06-13 13:28:34,0,Neutral
492,Mursal cabdi Salaad,5,mursal,2025-06-13 13:28:34,0,Neutral
493,Rosemary,5,excellent,2025-06-13 13:28:27,0,Positive
494,Tanisha Chauhan,5,good 😊,2025-06-13 13:27:30,0,Positive
495,Magreth abella Josephat,5,Its so good,2025-06-13 13:27:21,0,Positive
496,Abid Siddiqui,5,ossume,2025-06-13 13:27:02,0,Neutral
497,ali ijaz,5,it's great contact app,2025-06-13 13:26:48,0,Positive
498,Yashwant Jadhav,4,Please ADD status saver option 🙏,2025-06-13 13:26:17,0,Neutral
499,Mary Sunday,2,But why a is app always tell me you can no long use this app why,2025-06-13 13:25:26,0,Neutral
500,Bramwel,5,fast and simple to use,2025-06-13 13:25:25,0,Neutral
501,Augustine Ong,4,please let me self react lil bros 😞,2025-06-13 13:25:23,0,Neutral
502,Reshma Reshma,5,gooood,2025-06-13 13:24:58,0,Neutral
503,Joel Edmondson,1,Makes a beep sound when starting & finishing a voice note! All notifications on silent all sounds on silent all PHONE settings on silent Hate it,2025-06-13 13:24:25,0,Neutral
504,Ann Evans,5,"a great messaging app that makes it easy to stay connected with friends and family. The interface is simple and user-friendly, and everything syncs smoothly across devices.",2025-06-13 13:24:15,0,Positive
505,Vinay Gangwar,5,Very amazing app,2025-06-13 13:23:09,0,Positive
506,Chethan Chethan,5,good,2025-06-13 13:23:07,0,Positive
507,Olaleye Sunday david,4,"had great experience with it. use it ,feel it.",2025-06-13 13:22:52,0,Positive
508,godha Srisailam,4,ok,2025-06-13 13:20:02,0,Positive
509,Sushil .R. Patel,2,Why photo or videos is not appearing in gallery ......,2025-06-13 13:19:16,0,Neutral
510,Udin Udin,1,"kadaluarsa mulu, heran.",2025-06-13 13:18:17,2,Neutral
511,Mohanlal Vyas,5,"whatsapp is a very usefull , easy to use , fast and i personally like to use it as it's free of cost and plus it's easy to use for every age group as it's simple the whatsapp discription as says . if u have whatsapp no need to have any another messanger app . do read it , do use it .",2025-06-13 13:18:12,0,Positive
512,Yaseen Bhutta,5,This is very amazing platform which use to conversation with our family hope sope you will enjoy it,2025-06-13 13:17:39,0,Positive
513,Abdul Aziz,5,The bestest app I love this ❤,2025-06-13 13:17:30,0,Positive
514,Joseph Umoren,3,The WhatsApp is ok but the regular update of a thing needs to be changed.,2025-06-13 13:16:55,0,Positive
515,Ubaid Khan,4,Good,2025-06-13 13:15:58,0,Positive
516,Odogwu,2,I keep getting restricted every time and it doesn't even give me d time to talk with my foreign friends bcos I get restricted once I send a message pls do something about this,2025-06-13 13:15:55,0,Negative
517,Kashan Alam,5,lovely,2025-06-13 13:15:14,0,Positive
518,Manish Pareek,5,Goo d ❤️❤️ thanks,2025-06-13 13:15:06,0,Positive
519,Asim Malik,3,This is good but after 5 to 10 days this app want updating but it is satesfing☺,2025-06-13 13:14:51,0,Positive
520,Advik Subhash,5,A Good App for Calling and texting people,2025-06-13 13:14:50,0,Positive
521,Yehia Haitham,4,"absolutely perfect for messaging, i like the option where u put songs in status but there are so many other famous songs like from (morad),like i cant find them at all",2025-06-13 13:13:38,5,Positive
522,Antora fardin,1,Bad,2025-06-13 13:13:18,0,Negative
523,Qareeballa Babikir,5,amazing,2025-06-13 13:13:14,0,Positive
524,Nataa Safitri,1,sekarang saya kurang suka sama wa karena apa apa sensitif saya sedang memasukan no teman saya dan membuat grup tak lama kemudian di ban wa saya.,2025-06-13 13:11:45,0,Neutral
525,Mohammed Amir,5,nice,2025-06-13 13:11:32,0,Positive
526,Haruo,3,why is the music feature not available on my WhatsApp status?,2025-06-13 13:11:27,0,Negative
527,Lucia Muteti,5,good and better😊😊😊,2025-06-13 13:09:37,0,Positive
528,Andy Dwiyanto,5,gut,2025-06-13 13:08:40,0,Neutral
529,Joyti Gupta,1,very nice,2025-06-13 13:08:35,0,Positive
530,Krishna Madhuri,5,"As usual,it's nice.",2025-06-13 13:07:42,0,Positive
531,Mary Sunday,4,Whatsapp messages is very good but consumes a lot of Data when using and when downloading it .,2025-06-13 13:06:46,0,Positive
532,Uba Destiny,4,Better,2025-06-13 13:06:45,0,Positive
533,Hamida Hamida,5,Very nice aap,2025-06-13 13:06:12,0,Positive
534,Umar Khan,5,this was very good app 💯💯,2025-06-13 13:06:11,0,Positive
535,Tijani Sakirat,5,I hangs,2025-06-13 13:05:38,0,Neutral
536,Manashi kakati,1,pretty,2025-06-13 13:03:17,0,Positive
537,Pashilkar P,5,"This app is good for instant messaging, files, images, videos transfer as well as good for video calling and normal calling specifically when you are out of country.",2025-06-13 13:02:41,0,Positive
538,The p b teacher The p b teacher,5,Very good,2025-06-13 13:02:36,0,Positive
539,Renuga C,5,good,2025-06-13 13:02:12,0,Positive
540,Pradip Haldar,5,fantastic,2025-06-13 13:01:59,0,Positive
541,Susan Jansen van Vuuren,5,good,2025-06-13 13:01:57,0,Positive
542,Lal singh Morea,1,very good,2025-06-13 13:01:56,0,Positive
543,JP YADAV,5,wow,2025-06-13 13:01:49,0,Neutral
544,Prem Mandal,2,update q nhi ho rha aap kese bhi krke update kr dijiye nhi to me whatapp band krba dunga,2025-06-13 13:01:45,0,Neutral
545,MD Zulhas Hossain,5,very Good service this apps i many yeras use whattapps,2025-06-13 13:01:28,0,Positive
546,Rajitha Kolukulapally,5,very good 👍 👏,2025-06-13 13:01:08,0,Positive
547,Waqas king khan,5,Good,2025-06-13 13:00:59,0,Positive
548,Sushila,5,awesome,2025-06-13 13:00:26,0,Positive
549,Ahmed Iqbal,5,nice,2025-06-13 12:59:33,0,Positive
550,Bimeh Beatrice,5,Very good,2025-06-13 12:58:53,0,Positive
551,M Vahedi,1,invasion of privacy,2025-06-13 12:58:43,0,Neutral
552,Manash Sarma,5,very good app,2025-06-13 12:57:57,0,Positive
553,Juantuah Joseph,5,excellent,2025-06-13 12:57:46,0,Positive
554,Siddarth Kumar,1,unable to use WhatsApp properly I am facing the problem,2025-06-13 12:56:21,0,Negative
555,Ukamaka Igwe,5,it is a very nice app everything is going well and smooth it very good,2025-06-13 12:55:39,0,Positive
556,Ripfumelo Nkuna,5,perfect,2025-06-13 12:55:22,0,Positive
557,Bikash Newar,2,nice app,2025-06-13 12:54:57,0,Positive
558,Samina Ghulam Rasoom,5,great appp,2025-06-13 12:54:19,0,Positive
559,Changi Njiso,3,Good,2025-06-13 12:54:04,0,Positive
560,Manoj Goswami,1,unable to install my second copy of whatsapp,2025-06-13 12:53:25,0,Negative
561,Celestina Philibus,1,I want to update my WhatsApp,2025-06-13 12:53:23,0,Neutral
562,Ebenezer Mensah,2,nowadays they keeps on banning people's account for no reason,2025-06-13 12:52:54,0,Neutral
563,Pablo dc Daniel,5,Love it,2025-06-13 12:52:19,0,Positive
564,dominican ogechi,5,Nice messaging app. God bless the maker,2025-06-13 12:51:37,0,Positive
565,J K yadav,1,very bad,2025-06-13 12:50:59,0,Negative
566,Radha Devi,1,> “There’s a problem with WhatsApp — the app frequently closes or crashes while I’m using it. Please fix this as soon as possible. It’s causing a lot of inconvenience. 🙏”,2025-06-13 12:50:50,0,Neutral
567,Adeel,5,تیرے سینے سے لگ کر تیری آرزو بن جاؤں 💞🥀 تیری سانسوں سے مل کر تیری خوشبو بن جاؤں 💞🥀 فاصلے نہ رہیں ہم دونوں کے درمیان 💞🥀 میں میں نہ رہوں بس تو تو ہی بن جاؤں 💞🥀❤️,2025-06-13 12:50:28,0,Neutral
568,Gurjot Singh,5,😍,2025-06-13 12:49:23,0,Neutral
569,Subhash Mishra,1,Bahut badhiya,2025-06-13 12:48:54,0,Neutral
570,HASSAN ANWAR,1,bakwas app,2025-06-13 12:48:52,0,Neutral
571,Gajeendra Sehkharan,5,"WhatsApp is hands-down one of the best messaging apps out there. It’s fast, reliable, and easy to use. I love how I can send messages, photos, videos, and even voice notes instantly. The voice and video call quality is also great, even with weaker internet. Plus, the end-to-end encryption gives me peace of mind. Definitely a must-have app for staying connected with friends, family, and even for work!",2025-06-13 12:48:52,0,Positive
572,Parvaiz ali,5,Whats app is Batter app of work,2025-06-13 12:47:36,0,Neutral
573,Salman Raju,1,Is not working in my account recovery please,2025-06-13 12:47:03,0,Neutral
574,Ali Sireena,5,Experience good,2025-06-13 12:46:51,0,Positive
575,Donald Ratela,5,Bagus,2025-06-13 12:44:25,0,Neutral
576,Leo Chawawa,5,nice,2025-06-13 12:42:18,0,Positive
577,Moode Anuradha,5,nice to have a great time with this one,2025-06-13 12:42:09,0,Positive
578,tanveer akhtar,5,ok,2025-06-13 12:42:03,0,Positive
579,Tejas Binnod,2,"I used whatsapp for many years, but I never feel bad experience like now....I wanted to select photo for group dp and I no longer able to find folder through whatsapp, so I personally need to take screenshot of that photo to put dp, and video call clearity is still weak..",2025-06-13 12:41:56,0,Neutral
580,Laurie,5,"Yeah , it's pretty cool 😎 ,safe ,reliable, and easy to use",2025-06-13 12:41:53,0,Positive
581,Sushma Goyal,3,thik,2025-06-13 12:41:14,0,Neutral
582,Smiso Mbeje,5,I enjoyed using this app,2025-06-13 12:40:59,0,Positive
583,A Google user,1,I don't know what long with my WhatsApp,2025-06-13 12:39:42,0,Neutral
584,Najrul islam Joob,5,nice,2025-06-13 12:38:59,0,Positive
585,Mr Rahul,4,great,2025-06-13 12:38:52,0,Positive
586,Juma Lubhinza,2,Whatsapp is too fast,2025-06-13 12:38:31,0,Positive
587,Piyal Banerjee,1,i faced too many bugs from the past few week contacts whose name changes automatically though I didn't change them in my contact ...,2025-06-13 12:37:49,0,Neutral
588,Real Ovella,5,communication top level app💸🐐,2025-06-13 12:36:42,0,Positive
589,Ahmad Din,1,tak boleh login,2025-06-13 12:36:27,0,Neutral
590,Nivrutti Khairnar,5,nys app,2025-06-13 12:36:17,0,Neutral
591,Tijani Wasiu,5,awesome,2025-06-13 12:34:19,0,Positive
592,Mohd Guddu,5,good,2025-06-13 12:33:49,0,Positive
593,Vijay Peshattiwar,2,Bad,2025-06-13 12:32:21,0,Negative
594,Rajat Playz,4,very good app,2025-06-13 12:32:20,0,Positive
595,Thenura Thenura,5,why i can't update whatsapp. 🥺💔,2025-06-13 12:31:43,0,Neutral
596,ahmed alfa,5,awesome,2025-06-13 12:31:11,0,Positive
597,Toas Touch,5,I found the green app funny and makes communication more easier,2025-06-13 12:31:04,0,Positive
598,Eric Danielz,1,"Please, please enable administrators on groups to end voice chats on groups! It is super anoying when someone (mostly an elderly person) starts one accidentally and then it is a mission to get the person close the voice chat.",2025-06-13 12:30:32,0,Positive
599,Victor Okechi,5,nice,2025-06-13 12:29:57,0,Positive
600,Anirudh Verma,1,this is not safe app please don't download ok,2025-06-13 12:29:48,0,Positive
601,Affar Imran,5,very good app which connect my friend and family,2025-06-13 12:29:30,0,Positive
602,Emmanuel Adeleye,5,It is a very cool app,2025-06-13 12:29:24,0,Positive
603,ROFIKUL SK,5,very good 😊,2025-06-13 12:28:41,0,Positive
604,Melisa Sopiyana,5,sangatt baguss,2025-06-13 12:28:28,0,Neutral
605,Nisha Das,5,it is very good,2025-06-13 12:28:09,0,Positive
606,Eren KAYA,1,"i can not use this app, because it says to me that i am using 3rd party whatsapp application, but i don't. thanks for making everything harder.",2025-06-13 12:28:01,0,Neutral
607,Kabbir ahmad,1,what app is not login my mobile please resolve my issue,2025-06-13 12:27:37,0,Neutral
608,Sagar Gope,5,thank you watsapp,2025-06-13 12:27:33,0,Neutral
609,Md Tusaer sk,5,Best,2025-06-13 12:27:32,0,Positive
610,Anvir Ahammed,5,best,2025-06-13 12:27:13,0,Positive
611,Mark King,4,"Most of the women are scammers, last summer I met 67 on here . Not all women on here are you just have to know their game . Never send money or give any codes and your heart and emotions will thank me later . We shouldn't mess with each other's emotions you don't like it why do it to others ????? Stop you don't have to sink to their level to prove a point . We know we get it .",2025-06-13 12:25:13,0,Neutral
612,pluto king,5,very good,2025-06-13 12:25:13,0,Positive
613,Khubaib Asif,5,Good,2025-06-13 12:25:07,0,Positive
614,Gift Best man,5,Very safe fast and reliable,2025-06-13 12:24:57,0,Positive
615,Pallavi Jadhav,1,stutus music option nai aah rha hai,2025-06-13 12:24:38,0,Neutral
616,Mohammad Shabbir,5,very nice app,2025-06-13 12:24:12,0,Positive
617,Ravi Bisht,5,Not able to send mp3!!!,2025-06-13 12:24:00,0,Negative
618,Vikash Kumar,3,WhatsApp mein takniki samasya,2025-06-13 12:23:45,0,Neutral
619,Y A,2,Claims encrypted messaging. Also allowing governments to see the data.,2025-06-13 12:23:36,4,Neutral
620,Angela Daniel,2,Very frustrating,2025-06-13 12:22:36,0,Negative
621,Sheuli Khatun,5,I love you😘❤❤❤❤❤,2025-06-13 12:22:34,0,Positive
622,Akhanya Sholden,5,It is very fast app to communicate with everyone you wanna talk to,2025-06-13 12:22:15,0,Positive
623,Talat Raina,5,good,2025-06-13 12:21:46,0,Positive
624,Ijaz son's trader,5,This is very good app,2025-06-13 12:18:44,0,Positive
625,Abdullah Khan Abdullah Khan,5,it is helpful app,2025-06-13 12:18:16,0,Neutral
626,NANAK RAM,5,very nice,2025-06-13 12:15:40,0,Positive
627,Salmon and Sales,5,allahRakha,2025-06-13 12:15:33,0,Neutral
628,Yeasin sli Easin,5,easy to contactee,2025-06-13 12:15:06,0,Positive
629,Paws and Hooman TV,5,maybe yes,2025-06-13 12:14:33,0,Neutral
630,Mohd Shuaib Malik,5,good,2025-06-13 12:14:18,0,Positive
631,mandla sbonelo,4,SO sweet app,2025-06-13 12:13:59,1,Positive
632,Joyti Akthr,2,good sarvice,2025-06-13 12:13:49,0,Positive
633,Aundre Watson,5,its ok,2025-06-13 12:13:45,0,Positive
634,Figmig Bigboss,1,why not giving data clear? app uninstall want new number adda. to bad.. giving app data clear....,2025-06-13 12:13:00,0,Neutral
635,Krish Menaria,5,best,2025-06-13 12:12:57,0,Positive
636,VANGNUN ISHAYA,1,Please help!!! It keeps telling me number not verified and telling me to go to official website which I've tried & it still isn't working,2025-06-13 12:12:49,0,Neutral
637,Anita sidar,5,very nice product 👍,2025-06-13 12:12:06,0,Positive
638,Joel Avoka,1,This app doesn't deserve even 1 star. It logged me out for no reason. When I'm trying to login it tells me I need the official WhatsApp to login but if I follow the link they themselves provided it takes me to the same app on play store. I have tried reinstalling several times but still it doesn't work,2025-06-13 12:11:32,6,Neutral
639,ATWIINE LUCKY,5,it's so speedily,2025-06-13 12:11:15,0,Neutral
640,Kiran Kisan,5,verry verry nice,2025-06-13 12:11:04,0,Positive
641,UMED ALI BOOHAR,1,good best,2025-06-13 12:10:15,0,Positive
642,Dmitry Shigapov,1,can't save files to the phone. no such an option. useless for work,2025-06-13 12:09:50,0,Negative
643,Angela Odogwu,5,Bravo,2025-06-13 12:09:14,0,Neutral
644,Babu Rolekar,5,year nice good,2025-06-13 12:09:10,0,Positive
645,Zahra Ghasemi,1,"It reveals personal information including everything (voices, chats, notes)",2025-06-13 12:08:53,0,Neutral
646,Gloria Limo,5,It is thebbest app to use,2025-06-13 12:08:32,0,Neutral
647,Ali Hussain,2,My status is not showing to my saved contact,2025-06-13 12:08:17,0,Neutral
648,Panna Devi,5,fine,2025-06-13 12:07:50,0,Positive
649,Srinu Garikina,5,Exlent,2025-06-13 12:07:15,0,Neutral
650,Malik Zeshan,1,Nice app,2025-06-13 12:03:48,0,Positive
651,s. prakash,5,Struck in the middle unable to came back,2025-06-13 12:03:40,0,Negative
652,Md Abdullah,1,nice,2025-06-13 12:02:18,0,Positive
