userName,content,score,at,thumbsUpCount
SURESH KUMAR CHINTA,good,4,2025-06-19 12:37:40,0
raju rathod,nice,3,2025-06-19 12:33:57,0
Naveen Raghupathy,"Good communication, Keeping punctual on time & giving instructions also well",5,2025-06-19 12:21:57,0
Sariful Mondal,good,5,2025-06-19 12:16:41,0
imran shaik,worst app.... we have to beg for our refund...,1,2025-06-19 12:16:24,1
Jay Thakare,nice app..reasonable tickets and best buses suggested,5,2025-06-19 12:10:20,0
Roushan Kumar Singh,"fully unsatisfied with red bus service, helpline support is very bad 😞",1,2025-06-19 12:09:59,1
Simhadri Sai,good,4,2025-06-19 12:09:08,0
Akhilesh Kumar,very good,5,2025-06-19 12:07:20,0
Mateen shaikh,owasom,5,2025-06-19 12:05:57,0
shanmukh sagaragond,super 🥳,5,2025-06-19 12:05:25,0
Mohit patil,nice,5,2025-06-19 11:56:23,0
Vineet Tiwari,okay,3,2025-06-19 11:55:32,0
Saransh Verma,good app,5,2025-06-19 11:54:52,0
Mahendra Singh,nice 👍👍👍👍,5,2025-06-19 11:49:45,0
Ganesh Babu,good,5,2025-06-19 11:47:22,0
Ananda krishnan,good,5,2025-06-19 11:36:05,0
Kiran pachpande,good,4,2025-06-19 11:19:15,0
Samitha S,I am very despoined by this bus,1,2025-06-19 11:08:41,0
Toshiba Singh Rathore,best service,5,2025-06-19 11:07:21,0
ravi sanjay,good,5,2025-06-19 11:06:36,0
Suresh David,good,5,2025-06-19 10:47:01,0
Dheeraj Sharma,good experience,5,2025-06-19 10:34:26,0
P rohit Singh,good app,5,2025-06-19 10:33:37,0
Nidhin Balan,good,5,2025-06-19 10:27:44,0
Bhagyalakshmi Katari,Nice,5,2025-06-19 10:21:21,0
Pankaj Dawar,excellent,5,2025-06-19 10:19:32,0
Mithlesh Jha,good,3,2025-06-19 09:55:53,0
Gunji Venkat,Good,5,2025-06-19 09:49:57,0
Naufal Haris,"support Dark Mode tolong, hari gini aplikasi gak support Dark Mode... duh🥲",2,2025-06-19 09:18:30,0
Kuldeep sharma,good service,5,2025-06-19 09:17:56,0
Race Automobile,good,1,2025-06-19 09:07:08,0
Anish Goswami,great work nice experience,5,2025-06-19 08:52:14,0
Sagar Khant,Pathetic Customer Care Service,1,2025-06-19 08:45:45,0
Simple Boy,good app,5,2025-06-19 08:42:49,0
Brijesh Kumar,very good,5,2025-06-19 08:38:33,0
Mahesh Karmase,good,5,2025-06-19 08:22:18,0
SATYANARAYANA AMMANAMANCHI,nice,5,2025-06-19 08:19:19,0
Viji K,good,5,2025-06-19 08:09:17,0
ARRCHIT RAMANA M S,great experience,5,2025-06-19 07:48:06,0
technically mukesh,best Bus provide,5,2025-06-19 07:27:43,0
Ankit Sharma,good bus,5,2025-06-19 07:19:17,0
Priyadharshini_S,"really amazing, wonderful 👍👍👍👍👍👍",5,2025-06-19 06:42:57,0
LOGESHWARAN R,comfortable travel,4,2025-06-19 06:14:34,0
Ankit Shukla,good experience with nice user interface,5,2025-06-19 05:21:02,0
CHUA LEE BENG,excellent service,5,2025-06-19 05:18:57,0
Ajith Prathapan,"worst app, not a proper help center ,I lost my money",1,2025-06-19 02:15:11,0
Dilshad Siddhiqui,super bus 🚌,5,2025-06-19 02:01:57,0
Manisha Khandekar,service was not good.washroom was not good.there was not water.very bad experience for washroom ...this is for MB link travel..,1,2025-06-19 01:26:45,0
Anshul Sangwan,"Bhai kya bekar Service hai, Booked some bus it got cancelled by the bus operator through call First thing they informed me just 3 hours before my journey,Secondly it's been more than 7 days No Refund Nothing,When I contact the Customer care they are saying same thing over and over again ""We have escalated your issue Please wait for 24 hours"" it's been more than a week but nothing but same replies. We are the ones paying and we are the ones suffering.This was a very bad experience.👎👎",1,2025-06-19 01:17:01,0
Rayappa L,Nice,5,2025-06-19 00:11:34,0
Azeem Abbas,The buses are shown as volvo but the actual condition is so dirty don't book the ticket on the redbus kindly go to the pickup point and book the ticket after seeing the bus.,1,2025-06-19 00:07:47,0
Rajnish Neema,reduc chareges,4,2025-06-18 23:59:06,0
Smarty Shubham,good,5,2025-06-18 23:55:59,0
Sonu 6143,nice pic,5,2025-06-18 23:39:50,0
Abhishek mathur,Good service,4,2025-06-18 23:34:29,0
mahesh chandra Sekaran,"Good, but stopping for food not comfortable",5,2025-06-18 23:23:56,0
Shinto Thomas,👍,5,2025-06-18 23:15:52,0
Pooja vishnani,Nice experience with laxmi holidays bus,5,2025-06-18 23:08:31,0
Mohit Singh,nice app to book your bus .,5,2025-06-18 23:00:02,0
Ganesh Yadav (Ganeshyadav),very bad application RedBus don't respond booking not response redBus,1,2025-06-18 22:58:27,0
Manoj Kumar,good,5,2025-06-18 22:46:31,0
Eshwar Rao,super app,5,2025-06-18 22:42:38,0
amuthan av,super,4,2025-06-18 22:35:53,0
Anju Raut,goo सर्विस,5,2025-06-18 22:32:12,0
Irfan Khan,nice work for tickets booking,3,2025-06-18 22:23:54,0
Tanveer Ahmed,Excellent,5,2025-06-18 22:22:49,0
Vishal Singh,Very nice App,5,2025-06-18 22:17:39,0
suraj pisure,Ticket price dropped by more than 500 after I already booked the ticket .,1,2025-06-18 22:16:44,0
Naveenkumar Chitragar,good,5,2025-06-18 22:15:52,0
Raghav Soni,okk,5,2025-06-18 22:15:25,0
PANKAJ PAL,very nice 👍,4,2025-06-18 21:52:15,0
Sathish Satti,safe journey Tq redBus,5,2025-06-18 21:45:15,0
vinod kumar,laxmi holiday the best service,4,2025-06-18 21:43:25,0
Kavitha Kavi,yesterday I travel in redbus .I miss the bus.but the driver wait for me. I love that and safe also this the first time I'm travel in redbus I love it,5,2025-06-18 21:34:45,0
pankaj vishwakarma tinich,fast bas,5,2025-06-18 21:16:42,0
Soravrajak rajak,good,5,2025-06-18 21:04:13,0
VENKADESWARAN GANAPATHY,good service . Timely reminder for waking up. intimation before journey time,5,2025-06-18 21:01:47,0
Shoeb Azad,275 show kr k 320 ki book ki aisa q,2,2025-06-18 20:26:34,0
AJAY KUMAR,good,5,2025-06-18 20:24:00,0
Charan Varma,it is excellent,5,2025-06-18 20:22:08,0
Sunny Jaiswal,Good service 👍,5,2025-06-18 20:18:15,0
Kripa Ram,Good experience,5,2025-06-18 20:14:50,0
Vashu Rajendran,good,5,2025-06-18 20:12:08,0
Jigu Vaghani,help full for travel,5,2025-06-18 20:11:46,0
SANTHOSH KUMAR,nice,5,2025-06-18 20:04:22,0
Surendra Panchtilak,happy journey,5,2025-06-18 19:59:39,0
Sandip Babar,cancellations charges are very high. The refund process is the worst! customer ko loot rahe hai......very Bad! 24 hour's pahale cancel karane ke bavajud 50% se amount cut kar liya...this is too much! Now I uninstalled this app...,1,2025-06-18 19:54:07,0
Halesh Lamani,good,5,2025-06-18 19:51:38,0
Krishna Kumar,Very Good 👍 👏,5,2025-06-18 19:50:32,0
Chauhan Om Prakash Singh,Your partner's service is very good,5,2025-06-18 19:49:42,0
Krashna Ojha,very good 😊😊,5,2025-06-18 19:48:56,0
Kanki Esther,good,4,2025-06-18 19:30:52,0
azlan bin Saidin,The very best app for transportion,5,2025-06-18 19:06:29,0
Nirmal Singh,nice,5,2025-06-18 19:04:02,0
Tanushree Bag,excellent,5,2025-06-18 19:03:21,0
ಜೀವನ್ ಅಗಸ್ತ್ಯ,good,4,2025-06-18 19:03:03,0
Balaji Rock Balaji,ok,5,2025-06-18 18:55:29,0
sundar jjmm,nice bus ticket booking,5,2025-06-18 18:48:14,0
Priyanshu Rawat,good experience,4,2025-06-18 18:46:45,0
mohamad al jasnor,senang dan cepat,5,2025-06-18 18:39:16,0
Sonu Verma,Hamara Safar bahut hi badhiya tha,5,2025-06-18 18:18:53,0
Mohan M,inconvenience in booking on selected seats thrice,2,2025-06-18 18:08:24,0
Devda Travels kukshi,osm,5,2025-06-18 18:01:26,0
RAVI GYARA,Good,5,2025-06-18 18:00:58,0
Sivaraj World,very worst,1,2025-06-18 17:55:59,0
Dileep Deepu,good,5,2025-06-18 17:54:17,0
Nandha Kumar,super,5,2025-06-18 17:53:02,0
MT Oracle,Wow nice nice Super 💯 Superb Performance and Timings. easy to get tickets online and live bus tracking. Get SMS and WhatsApp for each and every detail like pickup location drop Location. Exact Google map location. Warm-up pop up notifications for all the updates. wow super nice 👍,5,2025-06-18 17:51:17,0
Sumit Dandekar,received 17 unnecessary notifications in last 24 hours,1,2025-06-18 17:44:30,0
Punnana Sankar,super.,5,2025-06-18 17:34:11,0
Chandru Pandian,very nice,3,2025-06-18 17:29:05,0
Love Bawa,❤️❤️,5,2025-06-18 17:28:48,0
Brajesh Sahariya,good,5,2025-06-18 17:28:39,0
Ziyaull Haq,I like ac bus ticket,5,2025-06-18 17:24:16,0
Sheeba Binu,good,5,2025-06-18 17:13:55,0
Ibrahim Patel,comfortable,5,2025-06-18 17:08:32,0
Raj yash Mankari,very good,5,2025-06-18 17:03:15,0
Vikas Yadav,best experience,5,2025-06-18 16:54:15,0
Jeremy Bebiang Haokip,excellent,5,2025-06-18 16:50:48,0
Channa Klyani,good,5,2025-06-18 16:37:06,0
Mahander Puri,nice work,5,2025-06-18 16:27:56,0
Haritha,good,5,2025-06-18 16:21:48,0
Amrish Kumar,good 👍,5,2025-06-18 16:10:54,0
Amit Pankaj,love it 🤩,5,2025-06-18 16:01:28,0
Maruti Londhe,good 👍😊 khubchand Prabhas,5,2025-06-18 16:01:18,0
Sahil Mirza,good app,5,2025-06-18 15:59:38,0
Rajesh gupta,Good,5,2025-06-18 15:58:44,0
Deepak Verma,I really like the interface of this app—it's very easy to use. My favourite feature is the wake-up call; it lets me sleep peacefully during my travels without worrying about missing my stop 😅.,5,2025-06-18 15:58:38,0
Poluri Sirisha,good,5,2025-06-18 15:53:53,0
S.V. PRASAD,Not giving discounts for frequent traveller's like me. Need more offers for continuously using this app.,4,2025-06-18 15:53:08,0
Srinibas Nayak,good👍,5,2025-06-18 15:47:14,0
Nilesh Shipne,nice 👍,5,2025-06-18 15:46:37,0
Bhawani Thakur,Staff behaviour was very good. Every thing is good,5,2025-06-18 15:16:48,0
Royal Punjabi,Good,4,2025-06-18 15:10:20,0
Hitendra Jain,very good,5,2025-06-18 15:04:20,0
a pro,on time good service,5,2025-06-18 14:56:27,0
Keerhi Varman,good,5,2025-06-18 14:39:43,0
Vemavarapu Chinababu,nice service up-to-date alert notification s booking also speed,5,2025-06-18 14:36:11,0
machhindra tagad,good experience,5,2025-06-18 14:22:06,0
Mbhadana 0011,best app bs booking,5,2025-06-18 14:18:28,0
Amrita Ghosh Dutta,excellent,5,2025-06-18 14:10:02,0
Mahesh Kumar,nice,5,2025-06-18 14:09:52,0
Mariya Urjana,very luxurious and comfortable . Traveling with you was a whole different experience,5,2025-06-18 14:07:34,0
kalai selvan,good,5,2025-06-18 14:07:00,0
Nikita Gadhve,Fraudulent business. These guys don't verify the bus operators. Bus operators provide the wrong information about the cancellation of the bus and later on deny the fact that the bus was canceled and don't refund your money. Do not book through redbus,1,2025-06-18 13:56:10,0
Faizan Ali,pathetic service center no response from the redBus with in assured TAT guys if your not traveling also u need to pay for redBus,1,2025-06-18 13:39:17,0
Adarsh Kumar Yadav,very bad when ticket is cancelled but money is not refunded if you want to book any bus ticket then you are pretty sure that you have not to cancel your ticket,1,2025-06-18 13:21:50,0
Piruthivi Raj,good 👍,5,2025-06-18 13:20:00,0
SUJIT SINGH,Good Service,5,2025-06-18 13:05:44,0
Srinivasulu Javvadi,good service 👍,5,2025-06-18 13:04:05,0
PS Hastinapur,awesome,5,2025-06-18 12:57:51,0
NAGA SRINU,great experience,5,2025-06-18 12:56:04,0
mitesh status,bahut bekar hai app hai refund nhi mela,1,2025-06-18 12:46:19,0
vivek maurya,good,5,2025-06-18 12:46:16,0
sebas fdo,very good,5,2025-06-18 12:43:40,0
Aswin Karthikeyan,"This is really a user friendly platform for bus booking, but there is a coupon for booking primo buses in Redbus that is if you book 5 primo buses you get your 6th primo ticket free, but it was not free for me and they asked to pay money. this is the only drawback here so don't believe and wait for a free ticket 😂",3,2025-06-18 12:32:20,0
sonu yadav,good,3,2025-06-18 12:30:53,0
vishnukumar murugan,good,5,2025-06-18 12:26:09,0
Subash Yadav,"👎Good in using only for a bus ticket but there is a option of free date change and this function is not working and not good or ok never trust on this option of free date change. this option totally unsatisfied and not good, not usefull, not working.👎",1,2025-06-18 12:22:32,0
Kuldip Thakur,good experience,5,2025-06-18 12:19:56,0
Sachin Biswas,5 star says it all thank you team RedBus,5,2025-06-18 12:09:42,0
Harlal Singh Jakhar,excellent service,5,2025-06-18 12:07:11,0
Leena Shivle,nice service and co operative staff,5,2025-06-18 12:02:33,0
Moune Eswary,"I had a highly unsatisfactory experience with redBus. My bus was scheduled to depart from the boarding point at 11:50 PM. However, the bus arrived at 11:40 PM and left immediately without waiting, even though the scheduled boarding time was still 10 minutes away. Despite arriving at the boarding point on time, I missed the bus due to this premature departure. When I attempted to contact redBus customer support, I received no assistance or explanation.",1,2025-06-18 12:01:28,1
RAKESH,i have booked 2 tickets hyderabad to Bangalore i pay 1470 i selected rang pickup location so I cancel my ticket they are giving me half of the amount 735 wow I BOOKED SAME DAY I CANCEL THE SAME DAY JUST 2 MINUTES AFTER I CANCEL THEY ARE GIVING ME 735RS I agree that I cancel my ticket but they can charge 100 or 200 ok how can they charge half of the amount very nice policy to charge 50% of the amount THANKS YOU RED BUS VERY GOOD EXPERIENCE YOU HAVE GIVEN ME I WILL NO LONGER USE THIS APP,1,2025-06-18 12:01:06,0
Hitesh Parmar,good work,5,2025-06-18 11:54:40,0
Arpan Paul,thanku,5,2025-06-18 11:48:55,0
Sree Harsha (Abbai),excellent,5,2025-06-18 11:44:54,0
STEREO RASAYAN,best,5,2025-06-18 11:44:02,0
Amol Dhotre,"good experience,🙃",5,2025-06-18 11:41:11,0
Pravin Renapurkar,best travel from Shirdi to Mumbai . we reached in time,5,2025-06-18 11:39:46,0
surjeet Bargujar,good,5,2025-06-18 11:34:10,0
Mohit Patil,I have booked a bus on 5 June but operator cancelled my trip no alternative was offered and it's 18 June no refund is issued.,1,2025-06-18 11:24:15,0
faizan mirza,good alp,5,2025-06-18 11:15:40,0
mani blackfire,super,5,2025-06-18 11:15:23,0
Awashesh Sri,help full but not given any discount vouchers,5,2025-06-18 11:07:06,0
haribabu ampolu,no customer support to directly speak to redbus person. only they are giving reply by AI software.,1,2025-06-18 10:53:13,0
Akash Vaid,Best Application For Tickets booking,5,2025-06-18 10:51:28,0
Mani Thendral Stalin,good,4,2025-06-18 10:48:21,0
Snehalkumar Rajput,Very easy and perfect apps for booking tickets. till now ( from last 4 years) I have not feel wrong experience. Thanks to Red Bus team,5,2025-06-18 10:41:27,3
Kailash Singh,good,4,2025-06-18 10:39:36,0
Kiranjeet Kaur,"A very useful and convenient app for travelers! It provides easy access to bus routes, booking, and real-time updates. The interface is user-friendly, and the booking process is smooth. Makes planning travel so much easier. Highly recommended!",5,2025-06-18 10:37:10,14
Arafat Ahasan,said I'd get 20 MYR off if I downloaded the app. didn't get it. false advertising,1,2025-06-18 10:28:33,0
Rudra ramkumar,good,5,2025-06-18 10:23:11,0
Swati Jhariya,ok,3,2025-06-18 10:19:43,0
anuradha murty,Drivers are Good Persons..,5,2025-06-18 10:19:29,0
RAJ PANDIT,to easy to handle app and so useful for travelling gudienc,5,2025-06-18 10:07:26,0
Mohit kumar,good,3,2025-06-18 10:07:18,0
Sᴜɴᴇᴇsн Eᴋ,very nice app,5,2025-06-18 10:05:25,0
Ahmed Raza,Nice Journey With Redbus,5,2025-06-18 10:03:32,0
Vasu Mamidi,good app Gooo service,5,2025-06-18 09:48:10,0
Pravallika Naidu,Such a wonderful app!,5,2025-06-18 09:43:06,0
dimple boyat,very good service and comfortable bus,5,2025-06-18 09:39:46,0
Ashish Yoga,bakwas,1,2025-06-18 09:37:31,0
Nnn Kkk,price is high but bus is excellent on time service,5,2025-06-18 09:35:01,0
Mohammed Annas,good,5,2025-06-18 09:16:05,0
Prashant Rathod,very good,5,2025-06-18 09:09:08,0
Another Acc5,Thank you Redbus for the cashback and offers. Always Happy Customer with Redbus. Please give more offers so that we always book in your app and travel. Also give cash back offers always. 💕,5,2025-06-18 09:08:46,0
Anuj Choudhary,superb 👍,5,2025-06-18 09:08:02,0
Rajesh Polasa,Great for bus booking,5,2025-06-18 08:46:42,0
Amrock Jom,good apps thanks redbys,5,2025-06-18 08:46:25,0
Varsha Verma,excellent,5,2025-06-18 08:24:54,0
Sarish Gali,good service,5,2025-06-18 08:24:47,0
Mohd Arshad,Very good,5,2025-06-18 08:21:39,0
Karthika Hotel,good,5,2025-06-18 08:19:36,0
Yashuvk Vishwakarma,The app service is good,5,2025-06-18 08:10:20,0
Shanthi Rajesh,very good app for booking,5,2025-06-18 08:07:43,0
Nagabushan Naga,good,4,2025-06-18 08:04:02,0
Dinesh Kumar,good,5,2025-06-18 07:59:38,0
Aditya N,good,5,2025-06-18 07:52:10,0
suresh babu,Good app,5,2025-06-18 07:49:04,0
Anand Nagarajan,"Awesome new UI, UX. Great job 👍",5,2025-06-18 07:47:57,0
Kiran Narra,bus tickets are cancelled after booking,1,2025-06-18 07:45:30,0
A Google user,"🌟🌟🌟🌟🌟 Excellent Service! The driver was very skilled and drove safely throughout the journey. The conductor was polite, helpful, and maintained great coordination with the passengers. Overall, a smooth and comfortable travel experience. Keep up the good work!",5,2025-06-18 07:39:33,2
paul raj K,excellent,5,2025-06-18 07:36:46,0
Sadikhali vk,"Yeah, it’s a pretty useful app. Simple and gets the job done.",5,2025-06-18 06:55:06,0
Nirakar Biswal,good,5,2025-06-18 06:41:58,0
Liya Tiya,Good..,5,2025-06-18 06:30:43,0
Asikha Yasmeen J,good but some bus are not neat,4,2025-06-18 04:48:18,0
Bharat Joshi,मुझे खलघाट से अहमदाबाद का टिकटी किया वडोदरा वकपुराई सर्कल पर उतर दिया ऐ सी स्लीपर था यशा दे दूसरी बस मिल जाएगी 1 घंटा वेट किया हे अब पता नहीं क्या होगा,1,2025-06-18 04:15:24,0
malviya the mukesh,Good,1,2025-06-18 03:27:07,0
Siddhant Herode,"Worst customer service. it has been 15 days, I still haven't received my refund for my cancelled train. Will never use this app again . it's a scam",1,2025-06-18 02:20:49,0
Ravi B,super,5,2025-06-18 02:00:27,0
Amar Subudhi,best,5,2025-06-18 00:38:26,0
Hamal Khan,"It was not a good experience. After booking, the travel agents do as they please, there is no listening to anyone in RedBus",1,2025-06-18 00:34:26,0
Saka Sankar,"when I recently open this, its taken 4times updated.",1,2025-06-18 00:22:37,0
Abhishek Yadav,"dont know why my bus booking was cancelled at last moment, this was first time I used this app and had this kind worst experience",1,2025-06-17 23:49:22,0
A Google user,very poor service not timely bus and change seat very bad service,1,2025-06-17 23:36:22,0
Johny Egbert Raj,ok,2,2025-06-17 23:28:15,0
Sateesh singh,good,5,2025-06-17 22:54:19,0
Krishy Y,un installing for their pathetic customer service shifting to Abhibus,1,2025-06-17 22:50:30,0
Jatin Kumar Garg,"I had booked a reserved ladies' seat via RedBus (PNR: 12068) for a female passenger on 17-06-2025. Despite this, the bus conductor allowed a male passenger to occupy the adjacent side seat, disregarding clear safety protocols meant to protect women travelers. This is a blatant violation of RedBus’s own policies and basic passenger safety norms. Such negligence during overnight travel is unacceptable. Even after raising the issue multiple times, no resolution was provided.",1,2025-06-17 22:23:25,0
Vishwas,Easy to use,5,2025-06-17 22:17:12,0
Sampath Vinayak,"worst ever. They don't even have dedicated customer support, you can't reach those agents to explain issue. Next, the app is not having payment related issues. all the thing they have is that stupid chatbot which is having fixed options. I have raised issue and no reply from them. They don't even take customer inputs. Many people are complaining and you can't even start a dedicated hotline for addressing issues. just rename your app to cheaterbus",1,2025-06-17 22:16:00,5
Rajan Khakhariya,best journey,5,2025-06-17 22:10:00,0
Deepika Kr.,good,4,2025-06-17 21:56:15,0
Joseph Kanish,"worst customer service After booking the bus ticket, if no. of passengers are low transporter is cancelling the bus in last minutes also they won't repay your paid money to you back. you will get worst ever experience not genuine people",1,2025-06-17 21:52:28,0
Asairani k,very nice experience,5,2025-06-17 21:48:52,0
SUBHRANSU PARIDA,ok,2,2025-06-17 21:46:22,0
Adithya Adi,exllent,5,2025-06-17 21:46:04,0
Tea business Our pasand,good,4,2025-06-17 21:25:04,0
Rashad Khan,good 👍,3,2025-06-17 21:23:13,0
Vasid Vasid,nice,5,2025-06-17 21:21:24,0
Sut H,really good,5,2025-06-17 21:20:01,0
Deepak Tiwari,nice,5,2025-06-17 21:17:35,0
MR Monu Mahi,nice 👍,5,2025-06-17 21:17:18,0
JOJO ADVT,nice,5,2025-06-17 21:08:26,0
shatrughan sharma,Bus registration after RedBus inspection,5,2025-06-17 20:59:21,0
Hitesh Purohit,very good app for bus ticket booking,5,2025-06-17 20:53:53,0
iqrar sheikh,thank you,5,2025-06-17 20:46:24,0
Uttam Kumar,fantastic,5,2025-06-17 20:42:06,0
Satish Surve,"ek dum bakwas, please don't book your tickets from red bus, dikhate kuch aur and hoa kuch aur hai. na hi problem resolved hoti hai. worst experience ever seen",1,2025-06-17 20:36:21,0
SAKET SINGH RANA,good,5,2025-06-17 20:28:23,0
kulasekar c,no coupons,1,2025-06-17 20:18:56,0
Jetendra Marskole,this is very fast journey,5,2025-06-17 20:16:03,0
Lakshmi Narayanan,feel comfortable with yours service 💕,5,2025-06-17 20:06:00,0
WaseemZaidi WaseemZaidi,good,5,2025-06-17 20:00:54,0
amithjanardhan MJ,good,5,2025-06-17 19:50:23,0
pavanesh shukla,very nice,5,2025-06-17 19:49:56,0
Sriram Sriram,waste app,1,2025-06-17 19:35:26,0
Sajid Rather,"Beautiful Service at affordable Rates, the Buses and their condition is even better than most of the flights operating in India. I wish they could provide services in Kashmir as well.",5,2025-06-17 19:32:31,0
Dhanshree Suryawanshi,nice 👍,5,2025-06-17 19:32:13,0
Sultan Sk,very good,5,2025-06-17 19:26:44,0
முகம்மது முகைதீன்,"It is very problematic not being able to immediately communicate travel-related complaints over the phone in their own language. Don't worry customers, we are here to help, it would be great.",2,2025-06-17 19:23:51,0
Sony Kumari,nice,5,2025-06-17 19:23:41,0
Kiran Kakde,good,5,2025-06-17 19:19:27,0
