userName,content,score,at,thumbsUpCount
Anuja rauthan,nice ♥️🤟🎉,5,2025-06-26 10:53:17,0
Arabinda Sahu,"Live Tracking is one of the best services. Free date change is also excellent. Buttttt No customer care number. Their IVR number revolving round and round. Normally no need of assistance,all good through very good application/website. But if any issues come then you never reach them,as they live in the Himalayas ...Oh Very bad situations I faced. No customer support team. So avoid booking from redBus. You may try some other apps.",1,2025-06-26 10:50:57,10
SAIRAM S,good,5,2025-06-26 10:35:19,0
Govind Samy,good,5,2025-06-26 10:34:10,0
A.B Asrafi,"help team is not there, please remove ivr",2,2025-06-26 10:30:11,0
Amit Bikram Ganguly,excellent service,5,2025-06-26 10:25:25,0
Deepak Sihotiya,gud,5,2025-06-26 10:25:11,0
NITHIN MADDI,i had booked the bus from the red bus but the bus broke down in the middle We were literally on the road for about 6 hours. Nobody has helped us even redbus customer care also not helped us,1,2025-06-26 10:24:04,0
vinay kumar,Nice,5,2025-06-26 10:17:35,0
dev kumar,"Extremely Disappointing Service – Avoid Ram Dalal Bus Horrible experience! The driver & bus marshal flat-out ignored loud, repeated stop requests. A passenger just 5 mins away was left behind. Later, they resold the seat for cash — pure scam! All they cared about was speeding & stuffing the bus. No safety, no humanity. Staff was rude, greedy, and shamelessly unprofessional. Ram Dalal Bus Service is a fraud on wheels. Avoid at all costs — total waste of time & money!",1,2025-06-26 10:17:06,0
دھیمان ساحل,nice,5,2025-06-26 10:15:59,0
Madhu Salava,super 😍,5,2025-06-26 10:08:03,0
kismat ansari,good,5,2025-06-26 09:55:18,0
lovely Vijay,nice,5,2025-06-26 09:47:59,0
Arshad Sheikh,awesome,5,2025-06-26 09:37:24,0
Vivek yadav,not good offers,3,2025-06-26 09:35:08,0
Angel Services,one of the bad and worst service provider and not taking any Responsibilities while booking canceled in any situation.,1,2025-06-26 09:31:00,0
Monica Kalaimani,"Very worst experience, I was following with them for refund for past 1month, they're telling that they'll refund my money but no response from them, I've reopened the ticket so many times still they're saying that they'll refund and closed the ticket, stills I didn't received my refund, these all happened because of app glitch, when bus operator cancelled the bus ,redbus didn't cancelled and refunded, worst app, and worst experience, I trusted them as I was using this app for more than 5years,",1,2025-06-26 09:22:20,0
Bipin Chambariya,Achha ap he bus booking ke liye,5,2025-06-26 09:15:32,0
upendar reddy,user friendly,5,2025-06-26 09:08:49,0
Viji Kumar,ok,5,2025-06-26 09:00:04,0
Jyoti,its good to book a good seat in bus,5,2025-06-26 08:59:53,0
Muthumani Athi,good,4,2025-06-26 08:58:50,0
tamal chandra,"hi,We are stuck in bus in last 2 hours,And bas is not ready to move,We are at agra Express highway and still Delhi 6 hours far from here and no one ready to resolve the issue.",1,2025-06-26 08:47:11,0
bunty wadhwani,good,5,2025-06-26 08:45:33,0
Suraj Yadav,I'm using redBus over few year and I also travel a safe and secure journey with red bus love you red bus,5,2025-06-26 08:29:18,0
SUBHADIP DEY,👍,5,2025-06-26 08:22:14,0
shivali singh,good travel,5,2025-06-26 08:14:50,0
Arpit Katiyar,best experience,5,2025-06-26 08:12:55,0
Prashant Lad,I travel jalana and Aurangabad only by MB link the bus is very good and comfortable. the driver drives the bus very carefully and a speed limit of 80/85 so passengers can sleep up to destination very safely. but when i goes to jalana the tyre problem creats 2.5 hour late.. even my sister goes to jalana last week same problem of tyre comes. so request to you that all work of your company is very best. please do proper works and a needful action for tyres thanks mb link,5,2025-06-26 08:11:42,0
U U,always use full,5,2025-06-26 08:08:14,0
nurulhuda azman,best,5,2025-06-26 08:01:31,0
Raju Hanhaga,Very good,5,2025-06-26 07:56:28,0
महाकाल तंत्र ज्योतिष Mahakal tantra jyotish,good,5,2025-06-26 07:48:34,0
Ravindra Koli,very nice,5,2025-06-26 07:47:19,0
Prasenjit Dutta,excellent,5,2025-06-26 07:46:33,0
Raju Sahani,mast,5,2025-06-26 07:30:37,0
sathiya m,Redbus all time.. my travel booking best one,5,2025-06-26 07:30:32,0
manoj kumar,all very good,5,2025-06-26 07:26:12,0
Ram Krishna,some bus operators do fraud and don't give their numbers and location of pickup and redbus do nothing to resolve.,1,2025-06-26 07:15:55,0
farifan,power,5,2025-06-26 06:40:40,0
Mohammad Radzi,ok nice,5,2025-06-26 05:39:57,0
Devilal Kumawat,bhut acha rha mera suffer,5,2025-06-26 04:41:21,0
nisha Sharma,"it's too good 👍🏻👍🏻👍🏻 we like it , we are also use this aap next trip",5,2025-06-26 02:37:39,0
Ali Shaikh,#Redbus ghatiya service deti he redbus ke dwara safar karne se pehle bus check Krle aaj ke baad is ghatiya redbus se koi bus book nhi karuga #Redbus poor service bad experience itna pesa kamana he redbus walo ko to thodi bheek mang lo me deduga,1,2025-06-26 02:00:47,0
Nasir Hussain,satisfied 👍,4,2025-06-26 01:05:19,0
Mukunda,good,5,2025-06-26 01:03:38,0
Imran Raza,very good,5,2025-06-26 00:58:40,0
Chandu,often I am getting dirty seat for nice 4.2 rating.,1,2025-06-26 00:00:07,0
Akash Patel,firstly thank to redbus becoz redbus provide the all types budget friendly good service thanks flix bus service and staff so much so sweet and honest person,5,2025-06-25 23:57:45,0
Jamal Khan,"Great experience and for hassle free booking, would definitely recommend RedBus",5,2025-06-25 23:54:54,0
abdul saleem,good,5,2025-06-25 23:45:20,0
Appala Naidu,nice,5,2025-06-25 23:43:06,0
ADSRINIVASA RAO,ok,4,2025-06-25 23:41:19,0
jishnu vijayaraj,"Booked seat as per our preference paying extra money and the bus operator changed to diff seat without checking with us. The seat is exactly above the rear axle and creates trouble to the passenger. No solution we received from bus operator or from redbus customer care. From customer care we got 200Rs like some begging money. And conveyed to us that ""you can give feedback to operator once the trip is over"". Is this right way to deal with customer? Without providing any proper solution",1,2025-06-25 23:24:24,0
sonu soni,Nice,5,2025-06-25 23:20:39,0
AJITH KUMAR.P,super,4,2025-06-25 23:10:08,0
Umashankar Shukla,good,5,2025-06-25 22:52:10,0
K Lal,good,5,2025-06-25 22:49:50,0
Pitambar Verma,very nice all policy works properly on time bus and safe seat,5,2025-06-25 22:48:04,0
Ãjãyä Kumar Badatya,Awesome serving,4,2025-06-25 22:43:27,0
Nk mourya,good,3,2025-06-25 22:39:40,0
Jothi Mani,good,5,2025-06-25 22:37:11,0
Pragati Shrivastav,it was a nice experience..good facilities and a pleasuring journey,5,2025-06-25 22:35:42,0
Anbu Thangavelu,சூப்பர்,5,2025-06-25 22:12:57,0
Jatav Gamer,good,5,2025-06-25 22:07:39,0
rahul singh,they they have super nonsense cancellation policy. I have booked tickets on wrong date & within 15 min they are changing 95% amount.,1,2025-06-25 22:06:53,0
Karamveer Verma,good,5,2025-06-25 22:04:33,0
अंकुश नन्नवरे,okk,5,2025-06-25 21:57:31,0
PRABHANSHU SINGH,Very bad service.....and customer service is also very bad ...they listen to your problem but don't give any proper solution to customers......even if you file any complaint against any bus operators bad service and their staff's bad behaviour...they just file complain. no tell us your issue is resolved......but what type action they take they could not informed you and in reality they don't take any action even a customer paid very high rate for good service.,1,2025-06-25 21:53:33,0
Munjahari Gaikwad,laxmy holidays travels great 👍 travels Mumbai to Nagpur,5,2025-06-25 21:49:46,0
Abhishek Gurav,very nice,5,2025-06-25 21:46:29,0
ravish rai,excellent,5,2025-06-25 21:39:25,0
pushpendra markam,👍 Red bus,4,2025-06-25 21:36:20,0
Rakesh Pathak,very good arrangements,5,2025-06-25 21:12:47,0
Sanju_ Vlogs,best,5,2025-06-25 21:08:41,0
AB Keerthi,nice,5,2025-06-25 20:53:41,0
Dhiraj Wankhede,good,5,2025-06-25 20:46:52,0
Pintu kumar,it's make my trip giod,5,2025-06-25 20:42:18,0
Avadhut Turambekar,good,5,2025-06-25 20:31:04,0
PRASANTA MOHAPATRA,very nice,4,2025-06-25 20:27:55,0
Syed Iliaz,good,5,2025-06-25 20:19:34,0
Viram Odedra,Good,5,2025-06-25 20:16:42,0
Sumalatha Avireni,happy 😊,5,2025-06-25 20:11:16,0
Shikha Kaushal,good,5,2025-06-25 20:08:48,0
Kumar Vaibhav Kulkarni,good,5,2025-06-25 19:52:16,0
Kumpavat Sj,Nice,5,2025-06-25 19:51:20,0
AMAN AGARWAL,All.good,4,2025-06-25 19:48:05,0
kalpajit talukdar,The platform is praised for being easy to use and convenient for booking tickets. customers appreciate the timely updates on bus schedules and ticket confirmations.,5,2025-06-25 19:47:46,0
Saurabh Singh,very bad apps kripya is app se booking na Karen online bus show kar raha tha maine bus ticket book kar liya iske bad bus bhi cancel Ho gai Mera Paisa bhi nahin mila sabse bada froad apps,1,2025-06-25 19:33:47,0
Suryaveer Singh,good,5,2025-06-25 19:29:09,0
Mamta Nikum,good,5,2025-06-25 19:28:29,0
Dulichand Bhavedi,good,1,2025-06-25 19:24:23,0
Bharat Gk,good,5,2025-06-25 19:19:52,0
pranesh sakhare,good app,5,2025-06-25 19:15:34,0
Yashwanth Gowda M,"The worst customer support 😡. Irresponsible answers, unfair suggestions. didn't exist contact number as the customer care numbers.",1,2025-06-25 19:10:34,0
Sathish Kumar,good,3,2025-06-25 18:57:19,0
Srivathsan S,good,5,2025-06-25 18:45:02,0
Chhotu Sarthi,good,5,2025-06-25 18:42:32,0
raj eat & drive,v good,5,2025-06-25 18:36:35,0
Vishal Samriya,best,5,2025-06-25 18:35:47,0
Baba Niku,ok,5,2025-06-25 18:29:20,0
Manish Singh,my journey was so good,5,2025-06-25 18:27:53,0
MaRa Stories,good,5,2025-06-25 18:24:49,0
Maheshwar Panchpaal,"very bad service they take bookings but don't provide any information regarding bus and now they refused to refund, please don't book through Redbus, they are cheaters",1,2025-06-25 18:22:51,0
Gayasri Deva,super,5,2025-06-25 18:21:03,0
Mukesh Chand,overall nice service,5,2025-06-25 18:17:41,0
Monu Bhai0006,best experience,5,2025-06-25 18:11:58,0
Sami Nathan Arul kumari,very good tish app,5,2025-06-25 18:11:42,0
Ch Rakesh,nice,5,2025-06-25 18:06:04,0
Solomon Rebeka,super app easy to booking tq red bus,5,2025-06-25 18:05:39,0
Rajesh yadav,very good service 👍,5,2025-06-25 17:55:50,0
sadhna kumari 463,nice,5,2025-06-25 17:49:59,0
Sonam Singh,good service,5,2025-06-25 17:43:11,0
Amandeep katal,good,5,2025-06-25 17:32:05,0
Irfan Khan,best experience,5,2025-06-25 17:30:05,0
Vishnu Up,good,5,2025-06-25 17:24:44,0
DURAI MURUGAN J,Good and I would like to use always this app for Ticket booking,5,2025-06-25 17:24:04,0
Kashish sonpal,"I have added GST details under my profile and saved the details. Why do I have to again add those details during my booking? If I have to add those everytime, what is the point of adding it under my profile? Why can't details added under my profile be applied during the booking flow? This is not a good user flow. If this issue is resolved, it is 5 star from me. But right now this is a redundant process for me.",2,2025-06-25 17:21:23,0
A.K. Study point by Alok sir,good,5,2025-06-25 17:20:15,0
karanpatil,nice service 👍🏻👍🏻👍🏻,5,2025-06-25 17:16:06,0
Janaki Pujari,super app,5,2025-06-25 16:48:54,0
avinash chavan,good service,5,2025-06-25 16:30:33,0
Pebbeti Anjankumar,nice,5,2025-06-25 16:28:34,0
Sunil Joshi,good 👍,4,2025-06-25 16:22:23,0
Pratik Tekam,good,5,2025-06-25 16:22:21,0
BV SK,nice,5,2025-06-25 16:21:47,0
AJAY KUMAR,good 👍,5,2025-06-25 16:18:13,0
Durga Choudhary,best service,5,2025-06-25 16:16:53,0
NARAYAN BARMA,amaizing,5,2025-06-25 16:15:53,0
azeemuddin k,Good and fast service,5,2025-06-25 16:07:52,0
DHIRAJ SHARMA,"This platform charged much more than the actual fare. No clear breakdown, just hidden fees. I’ve used it many times, but now I recommend booking directly with the bus operator to save money. Very disappointed.",1,2025-06-25 16:02:05,0
NF Prince YT,nice!,5,2025-06-25 16:02:03,0
Tushar Chauhan,nic n comfortable to book,5,2025-06-25 15:57:27,0
inder bhan,good,5,2025-06-25 15:45:55,0
Sahil Ali,fast droop,5,2025-06-25 15:39:24,0
Gajendra Singh,mene bus ticket book ki thi intercity smart satara to Bangalore 26 may 2025 time 6 baje ke aas ps but hua kya inke bus operators pahle toh late phir ek dm 5 mint pahle bolte hai ki bus dusri jagah ayegi ap ynga aajo na inka koi wnha pickup na koi to insaan 10 mint 5 se 10 km kese jaye phir meri woh bus nikal gyi inke ek dm boarding change ke issue se jo ki mujhe sirf 10 mint pahle bola aur jab maine iske liye inse contact kra toh ye bolte hai ap unse baat kijiye intercity smart bus se are book a,1,2025-06-25 15:39:00,0
Rohit Singh,Excellent journy red bus,5,2025-06-25 15:37:58,0
santuk pathak,good.,5,2025-06-25 15:37:14,0
sk shiba,"with Red bus it's happy, safe and amazing journey.",5,2025-06-25 15:36:15,0
Sikander Kumar,excellent service,5,2025-06-25 15:35:31,0
Seva Lal,very good 💯😊,5,2025-06-25 15:33:47,0
Devendra rawat,nice,4,2025-06-25 15:30:30,0
SATNAM SINGH,very good app I loved it thanks for red bus love you ❤thanks for timly update my journey and refunded my amount love you so much,5,2025-06-25 15:20:59,0
Hariram linux Y,thanks redBus,5,2025-06-25 14:46:46,0
Ajendra Sharma,"Never use this app. Their customer service is pathetic. Bus was broke down in the middle of night, and I didn't even got refund.",1,2025-06-25 14:40:12,0
Kavita Mashane,nice,5,2025-06-25 14:21:24,0
Shubhankar Roy,"I am using this app from the last 7 years, probably the best customer service they provide, also their UI, bus tracking and other features are extremely good. Recently I was traveling in a luxury bus and it collided with a divider and the bus broke down in between, even though the bus operators provided us with a small vehicle just to reach our destination the experience was really bad but redBus customer service was very helpful and they refunded me complete amount within 4-5hrs.",5,2025-06-25 14:19:22,0
Vijay Kumar,nice,5,2025-06-25 14:19:05,0
Shreela,ok,4,2025-06-25 14:08:39,0
Srinivas Patel Pendur,good,5,2025-06-25 14:08:19,0
Tabrez Khan,good,4,2025-06-25 14:04:16,0
Pavan Barde,achha ret me. kam ret me bus mil jati je 🥰🙏,4,2025-06-25 14:02:47,0
bhúpéñdr yàdàv,nice,1,2025-06-25 13:57:42,0
Kapilsingh Bundele,very nice ☺️,5,2025-06-25 13:55:35,0
Rameshwar Nagalgave,good appp,5,2025-06-25 13:54:17,0
Tarakeswar paul,nice service,5,2025-06-25 13:43:40,0
Black,user friendly,5,2025-06-25 13:37:15,0
Jhon Pytm,good experience,5,2025-06-25 13:33:25,0
Arvind Pal,awesome,5,2025-06-25 13:22:51,0
Vikas Jindal,Excellent Experience,5,2025-06-25 13:21:31,0
shahfaz ansari,good,3,2025-06-25 13:04:51,0
rajalakshmi elango,excellent app for bus travel,5,2025-06-25 12:45:53,0
Vijay Kumar,very good,5,2025-06-25 12:42:14,0
Asmit Mandavkar,App🧳🌍💪,5,2025-06-25 12:33:54,0
Akilan Subramanian,great,5,2025-06-25 12:29:26,0
Mukesh Thakur,ryt hai,2,2025-06-25 12:24:52,0
Dharmarao Sirugubattula,సూపర్,5,2025-06-25 12:21:57,0
Mohammad javed Khan,"Editing my comment here. Thankyou Redbus for looking into it. I got the refund back. I would like to add some suggestions- 1) Please have some process in place which evaluates the bus service rating, as the ratings can be provided by fake accounts as well, which can confuse the passengers while booking tickets. 2) Also, please make it mandatory for bus operators to have live tracking system on. 3) There should be at least 2 point of contact in ticket & should'nt be the same number for operator.",4,2025-06-25 12:20:31,3
Ranganath,"good,",5,2025-06-25 12:16:21,0
Pritam Rongphar,good,5,2025-06-25 12:06:11,0
Baskar Rajendran,good,5,2025-06-25 11:59:11,0
subramanya sarma maganty,the toilet is not clean and no water,4,2025-06-25 11:55:41,0
vikram singh rawal,gud safar,5,2025-06-25 11:54:52,0
Pramod Yadav,good 👍,5,2025-06-25 11:54:33,0
Shallu Lohchab,safe sarvice,4,2025-06-25 11:53:31,0
Mahesh Namdev,nise bus sarvice,5,2025-06-25 11:50:50,0
HANNU VISHNOI,"अच्छी सुविधा, साफ सूत्री सीट यात्रा करने में मजा आ गया कंडक्टर फूल सपोर्ट करने वाला, सीटों सीट यात्री, कोई भीड़ नहीं, जाखड़ ट्रेवल्स की बहुत ही अच्छी सुविधा बहुत खुश 😀😀",5,2025-06-25 11:49:47,0
Shamsul Abdul Molok,why i never get the discount as you promoted,4,2025-06-25 11:48:41,0
CALL _ Me_ PG,good,5,2025-06-25 11:41:14,0
Aaiya Tunai,pathatic service. I am a regular traveller. recently for one of my travels tried reaching customer care but on the other side a stupid redbus bot is talking. tried chat support but again a bot. when can i speak to a human being who understands emotions and values customers? just making bots talk fluent english does not solves problems. started to hate this app. will try other platforms if Redbus continues this behaviour.,1,2025-06-25 11:38:31,0
Ajay Verma,ok thanks,5,2025-06-25 11:36:52,0
VISWANATH SG,Good,5,2025-06-25 11:35:22,0
sanjay kumar,nice,5,2025-06-25 11:10:41,0
Krishna Veni,"on time service, blankets should be fresh and clean,",5,2025-06-25 11:10:07,0
CHETAN BOLKUNDWAR,good journey,2,2025-06-25 11:07:33,0
Mohan kumar Patel,owesome,5,2025-06-25 11:06:35,0
Periyammal C,good,5,2025-06-25 10:46:57,0
Amit kumar Pradhan,good,5,2025-06-25 10:30:44,0
Arun Patidar,"I'm shocked! I booked a ticket from Sarangpur to Bhopal with Redbus, and it was confirmed. But I didn't get any call from your agent. When I contacted them, they said the bus is canceled.They're also saying that our ticket wasn't booked through Redbus and that I should discuss it with them. I trusted your service, and this is disappointing. I'll never book a ticket from Redbus again or suggest it to anyone.Your service is terrible.I'll give you the worst review possible. You've messed me around.",1,2025-06-25 10:22:29,0
surendra babu,overall nice experience 👍,5,2025-06-25 10:19:13,0
Pintu Kumar,good,5,2025-06-25 10:15:25,0
Iyappan P,good,4,2025-06-25 10:15:24,0
Emportrac Cool,good,2,2025-06-25 10:03:39,0
Channel Youtube,easy operational app,5,2025-06-25 10:02:53,0
Adhithya Karthick,excellent,5,2025-06-25 09:51:59,0
Dipak Sonar Jdp,good,5,2025-06-25 09:40:45,0
Sanjay Patidar,good service,5,2025-06-25 09:37:42,0
Ishu Klinton,excellent 👌,5,2025-06-25 09:33:05,0
sathyamoorthy a,"very worst service, because of kallada travels",1,2025-06-25 09:24:05,0
Madeshwaran S,very worst,1,2025-06-25 09:22:52,0
Chinmay Gurung,This is very pethatic bus service by redBus now I m switching to new Abhi bus service hope they listen their customers issues and slove it better than your services.,1,2025-06-25 09:22:39,0
ALI DILNAWAS,good,5,2025-06-25 09:21:24,0
Balram Yadav,very good service,5,2025-06-25 09:20:50,0
Cepu Jawa,great 👍,5,2025-06-25 09:20:10,0
Mr.UJJWAL02,Good,5,2025-06-25 09:15:53,0
adimulam trinadhrao,for instant bus booking it's a very good app. but no offers now a days,4,2025-06-25 09:10:17,0
gagan chandrawanshi,ok,3,2025-06-25 09:07:19,0
Sarvesh Chauhan Rajput,good facility,5,2025-06-25 09:06:59,0
Abdul Saifi,ticket price gst k sath ni dikhata last m show krte h,3,2025-06-25 09:04:18,0
Ranjan Subudhi,very good service,5,2025-06-25 08:57:25,0
Fly High,Its a very good safe and nice journey experience..i enjoyed the trip very well.,5,2025-06-25 08:55:49,0
Siddharth Kumar,good service 👍,5,2025-06-25 08:19:48,0
SHATRUDHAN UPADHYAY,verry good,5,2025-06-25 08:14:06,0
Eshwar Meda,super,4,2025-06-25 07:59:02,0
Nurhayat Sastrawijaya,Excellent 👍👍,5,2025-06-25 07:51:47,0
Subhadip Parial,good,5,2025-06-25 07:47:18,0
srimanta bag,good,5,2025-06-25 07:25:30,0
Rahul Lodhi,Good,5,2025-06-25 07:09:36,0
Millee Kim,I don't know why the hell I couldn't show any bus service from my phone .solve it asap.worst experience,1,2025-06-25 07:08:45,0
Sree,awesome experience,5,2025-06-25 06:37:28,0
Moorthi Rathinam,Exceptional..,5,2025-06-25 06:22:24,0
Hãrïkï Dîwåñí08,nice jarni,5,2025-06-25 05:53:32,0
muneera shafeek,nice,5,2025-06-25 05:11:12,0
Pravin Rokade,best app,5,2025-06-25 04:57:56,0
Lyndon Mark Fernandez,"Very Good, Nice Experience 😃👍",5,2025-06-25 04:52:31,0
Alex aadi,very good,5,2025-06-25 03:56:28,0
barathi Raja,nice one,5,2025-06-25 03:10:45,0
Elsa Sison,Reliable source.Tqsm for the assistance.,5,2025-06-25 02:55:54,0
Sudheer Kumar,Good Experience during the jurney,5,2025-06-25 01:01:28,0
Kushal Kumar,nice app,5,2025-06-25 00:36:52,0
rajesh kumar,"very nice platform for every user , especially for first timers",5,2025-06-25 00:18:57,0
Abhishek mandal,frod company,1,2025-06-25 00:06:41,0
Vishal Kumar,good working,5,2025-06-24 23:51:04,0
CAREER COACHING CLASSES ASHA GANJ AJMER,best,5,2025-06-24 23:30:13,0
A Google user,worst service,1,2025-06-24 23:17:55,0
Kumar Gaurav (Sisodiya),good red bus,5,2025-06-24 23:17:25,0
karguvel raj,Good app..,5,2025-06-24 23:07:50,13
Sattibabu Atti,good,5,2025-06-24 23:06:22,0
Pratiksha Mallik,good 😊,5,2025-06-24 23:01:01,0
Himanshu Chhipa,it was amazing totally,5,2025-06-24 22:59:07,0
Maria selvan C,Good,4,2025-06-24 22:57:23,0
Rajendra Prasad,good journey.,5,2025-06-24 22:45:19,0
Arpit rai,the worst app to book bus ticket don't use this app they change the booking date and for changing date they'll charge you more than the bus actual cost they don't even sort out your problem,1,2025-06-24 22:41:31,0
Fakir Guru,ONLY FOR TRAVEL,5,2025-06-24 22:35:39,0
Nitin Singh,easy to use and cost effective,5,2025-06-24 22:28:05,0
Pratishtha Bhandari,👍👍,4,2025-06-24 22:16:39,0
Travel with Waheed,good,5,2025-06-24 22:07:45,0
rahul verma,"Red Bus gave me the worst service. No one in the office of their associate bus service Indo Canadian Bus Service Amritsar knew when and where the bus would go. Even after sitting at the reception for long time no one could be found out and I could not find out what someone told me. On contacting the bus driver for details, the person in front could not understand what he wanted to say, it was clearly evident that he was in a drunken condition. Because of them I walked several kilometers on foot.",1,2025-06-24 22:04:32,0
praveen kishore,unpunctual and worst customer care service.,1,2025-06-24 22:03:01,0
sonu khaple,good app,5,2025-06-24 21:59:48,0
RAJESH KUMAR,Great app for bus and hotel booking.,5,2025-06-24 21:45:18,0
prakash kumar,good 👍,3,2025-06-24 21:44:59,0
Ajay Karmarkar,I’ve booked through redBus multiple times and have always received excellent service and support from their friendly and professional staff. Highly reliable and convenient!!!,5,2025-06-24 21:43:08,0
Vijaykumarhovvl Nayak,nice,4,2025-06-24 21:37:50,0
Vijay Talwekar,ok,5,2025-06-24 21:32:53,0
Ashok Kumar,good,5,2025-06-24 21:26:04,0
Vinod Reddy,good service,5,2025-06-24 21:17:42,0
Rob Sidon Common Ground Magazine,Good!! Redbus takes intl credit cards... Can't complain..,4,2025-06-24 21:16:05,0
kaushal srivastava,good,4,2025-06-24 21:13:26,0
Bidyasing Engti,"Bad services As I booked Two seats from ISBT Guwahati to Shillong, Khanapara is the on-boarding but they missed due to Not contact by Conductor or Driver. So kindly refund the amount as soon as possible otherwise this is bad impression and bring bad impact to this REDBUS platform.All required information can get proper proof if required.",1,2025-06-24 20:54:42,0
Raja Kannan,ok,3,2025-06-24 20:46:44,0
S A,good,5,2025-06-24 20:32:03,0
Suraj Pawar,A useless app increases the rate according to our interest in seats,1,2025-06-24 20:30:51,0
N.GOMATHI Nayagam,good,5,2025-06-24 20:30:25,0
Naveen Rawat,easy to use and very nice facilities and many more.....,5,2025-06-24 20:29:53,0
Anil Padaswan,excellent service,5,2025-06-24 20:24:35,0
gaurav surkar,good,5,2025-06-24 20:00:27,0
K Rakshitha,good service,5,2025-06-24 19:55:28,0
Viju Viju K P,👍,5,2025-06-24 19:52:00,0
Thamjeed,ഉപയോഗിക്കാൻ വളരെ എളുപ്പമാണ്,3,2025-06-24 19:50:40,0
Preet Singh,Good,4,2025-06-24 19:48:40,0
Bhushan Varade,good service 👍,5,2025-06-24 19:45:22,0
Ika Wiguna,great apps! helpful application for easy booking..,5,2025-06-24 19:41:27,0
gouranga das,👍,5,2025-06-24 19:40:03,0
Jayesh Ramsinghani,best aap for booking 👌,5,2025-06-24 19:39:27,0
Yogendra kumar,super,5,2025-06-24 19:38:24,0
Shrishail Phadatare,best application for journey updates and advance booking and best offers 🤗😌,5,2025-06-24 19:32:48,0
Raj Kumar,👍,5,2025-06-24 19:32:07,0
Ankur Sharma,"I had a pleasant experience traveling by bus during my recent journey. The bus was well-maintained, and the seating was quite comfortable. Throughout the journey, the staff ensured a safe and relaxing environment. The scenic views along the route added to the enjoyment, making the entire travel both refreshing and memorable. It was a timely and hassle-free journey, which made me appreciate the convenience and affordability of bus travel.",5,2025-06-24 19:20:47,7
Sai Allu,all the offer and refferal codes are working,5,2025-06-24 19:17:47,0
Koustav Ghosh,very good service,5,2025-06-24 19:01:24,0
Md. Aftab Alam,RedBus is an excellent app for bus ticket booking in India thank you,5,2025-06-24 18:59:12,0
Prasanna Yadav,nice,5,2025-06-24 18:58:22,0
s steel,excellent,5,2025-06-24 18:57:04,0
Pradeep A,loved it Asap,5,2025-06-24 18:53:07,0
SAMSON MANDHA,good,4,2025-06-24 18:45:48,0
dharmendra gaun,nice,5,2025-06-24 18:32:02,0
Nisarga Nishu,good,5,2025-06-24 18:25:30,0
komal waghmare,👍 nice,5,2025-06-24 18:24:38,0
Debika Boruah,this is so amazing 🤩,5,2025-06-24 18:21:23,0
RAMJILAL PRAJAPAT,good Sarvesh 👍,5,2025-06-24 18:02:33,0
Kiran Patel,worst app and worst service.. they take many days to give d refund back. they don't even have d courtesy to call n arrange for an alternative bus if d bus is cancelled.. ABHIBUS app is million times better than redbus.. request everyone to book through ABHIBUS than choosing redBus... redbus is worth minus 1000 ratings....,1,2025-06-24 18:00:55,0
Deepak Shaw,good,4,2025-06-24 17:58:46,0
Ajay Ingole,good,5,2025-06-24 17:45:19,0
Mano AR,Excellent App,5,2025-06-24 17:44:46,0
crezy krishna,good experience,5,2025-06-24 17:44:22,0
SANJIB HALDAR,good,5,2025-06-24 17:38:17,0
VIKAS PANDEY,Bad Experience with GK Travels Ayodhya to Delhi bus redBus journey date 23 June 2025 Main issue 30 ki speed m chalti h bas 10 ghante ka safar 15 ghante m no time value kisi ka office chute ya fir exam kisi ko fark nhi padta 1 bas m bathroom nhi or driver bathroom k liye bas bhi nahi rokenge 15 ghante m 1 bat wo bhi redBus m complain krne p 2 bas ki sheet p light nhi 3 bas m blanket nhi 4 gandi bas 5 bad staff,1,2025-06-24 17:29:58,0
Binu Krishnan,"I have faced two cancellations for a single trip, and got confirmed on my third booking. better offers are welcomed within the quality bus services.",4,2025-06-24 17:28:04,0
mohit tripathi,they don't cancel the ticket as per the policy,1,2025-06-24 17:26:47,0
Siva Prakash I,it was comfortable travelling in red bus,5,2025-06-24 17:05:51,0
MD HUSSAIN,its nice,5,2025-06-24 17:04:32,0
Umesh Jogi,"Worst experience with RedBus I booked a ticket from Porbandar to Rajkot, but RedBus issued it from Upleta Bypass, which is 75 km ahead — and the bus had already passed that stop at 3:53 PM. They refused to refund even though it was clearly their fault. This is either system failure or outright cheating. Please double-check before booking with RedBus. They may take your money and leave you stranded.",1,2025-06-24 16:58:28,0
Somshekar Kalaburgi,super,4,2025-06-24 16:55:52,0
Pandiyan P Pandiyan,nice travel,4,2025-06-24 16:49:45,0
Kamshary,Aplikasi yg mudah d gunakan dan terpercayai,5,2025-06-24 16:45:19,0
Sawai Singh away,super aap,5,2025-06-24 16:42:38,0
Bhakti Ahir,excellent 👌 very good service,5,2025-06-24 16:26:32,0
satish Sashwanth,very good,5,2025-06-24 16:25:22,0
Azhan Bahar,oky,5,2025-06-24 16:22:49,0
Aashish Kumar,All is well,5,2025-06-24 16:20:51,0
Athaliyas Avm,fine,5,2025-06-24 16:19:02,0
Vandana Yadav,"there is no real customer support everything just looped within the app and circulated there to waste our time. Misbehavior I have experienced by the owner of the bus. no safety measures, delay in resolving the issue, very irresponsible. Replacing redbus to abhibus",1,2025-06-24 16:18:47,0
a appanna adangi,good,5,2025-06-24 16:16:30,0
